,head,tail,relation,sentence,time,head_code,tail_code
7439,中国船舶,中国重工,cooperate,建议关注标的，中国船舶、中国重工,2021-09-06 07:21:00,600150.SH,601989.SH
7440,南山控股,滨江集团,same_industry,在此“空当期”，一些房企在没有实行集中出让政策的地区进行“补货”，有的企业“补货”金额较大，如南山控股、滨江集团,2021-09-06 06:44:17,002314.SZ,002244.SZ
7441,华夏幸福,中国平安,same_industry,而陷入华夏幸福债务事件，则给中国平安提供了再次全面客观审视自己的机会,2021-09-06 06:38:52,600340.SH,601318.SH
7442,宁德时代,比亚迪,same_industry,上游锂电板块，宁德时代、比亚迪等巨头今年以来扩产动作不断,2021-09-06 05:41:25,300750.SZ,002594.SZ
7443,宁德时代,亿纬锂能,same_industry,云财经讯，9月6日电，据报道，宝马下了价值超200亿欧元(约238亿美元/约1536亿人民币)电池订单，远高于此前的120亿欧元并接近翻倍，增加的电池订单分别交给了宁德时代、亿纬锂能、韩国的三星SDI和瑞典的Northvolt,2021-09-06 22:29:44,300750.SZ,300014.SZ
7444,东南网架,福斯特,unknown,云财经讯，东南网架(002135)9月6日晚间公告，公司近日与杭州市萧山经济技术开发区管委会签署投资协议书，拟在萧经开区建设东南网架福斯特光伏项目，包括建设东南网架福斯特碳中和总部经济中心、建设东南网架福斯特全球研发中心等,2021-09-06 19:21:07,002135.SZ,603806.SH
7445,东南网架,福斯特,unknown,云财经讯，东南网架：与杭州市萧山经济技术开发区管委会签署《投资协议书》，拟在萧经开建设东南网架福斯特碳中和总部经济中心，致力于在党政机关、学校、医院、会展中心、体育场馆、综合体、产业园区等公共建筑，工商业厂房和农居等屋顶分布式光伏电站项目的开发，投资光伏发电业务和BIPV总承包项目建设，计划到2026年项目涉及总装机容量预计约950MW,2021-09-06 19:01:03,002135.SZ,603806.SH
7446,中钢国际,重庆钢铁,cooperate,云财经讯，中钢国际(000928)9月6日晚间公告，公司同意下属全资子公司中钢设备择机出售所持重庆钢铁股票,2021-09-06 16:28:17,000928.SZ,601005.SH
7447,正元智慧,中国银行,reduce_holding,云财经讯，日前，西南财经大学发布通知，正式启动数字人民币校园支付场景应用，标志着正元智慧与中国银行携手打造的数字人民币场景应用正式落地,2021-09-06 15:09:09,300645.SZ,601988
7448,中国石油,辽河油田,cooperate,云财经讯，记者从中国石油辽河油田获悉，8月30日，在兴隆台采油厂双229-36-62井，辽河油田启动双229块沙一段CCUS-EOR（二氧化碳驱油）先导试验,2021-09-05 11:27:59,601857,000817.SZ
7449,显盈科技,纽威数控,same_industry,其中，创业板新股显盈科技具有“肉签”潜质，科创板新股纽威数控属于工业母机概念股，均值得关注,2021-09-05 20:28:12,301067,688697
7450,佳都科技,白云电器,same_industry,9家企业之中，佳都科技、白云电器这2家民营企业均出资13亿元，合计共占注册资本的52%,2021-09-05 20:05:00,600728.SH,603861.SH
7451,中国中车,时代电气,same_industry,云财经讯，中国中车(601766)9月5日晚间公告，下属间接控股子公司株洲中车时代电气股份有限将于9月7日在上海证券交易所科创板上市,2021-09-05 17:02:22,601766.SH,688187
7452,宝钢股份,包钢股份,superior,云财经讯，9月3日，宝钢股份与包钢股份在包头签订央地结对协作协议和钢管产业委托管理协议,2021-09-04 10:33:13,600019.SH,600010.SH
7453,宝钢股份,包钢股份,cooperate,宝钢股份党委书记、董事长邹继新表示，宝钢股份与包钢股份签署央地结对协作协议，是双方前期合作的进一步拓展和深化，将为双方全方位深层次合作创造更大的价值空间，为推动东北振兴作出更大贡献,2021-09-04 10:33:13,600019.SH,600010.SH
7454,宝钢股份,包钢股份,cooperate,宝钢股份与包钢股份无缝钢管产业合作，对提升钢铁行业高质量发展水平具有重大意义，双方在产业、技术、市场以及资源上优势互补，拥有巨大的协同空间,2021-09-04 10:33:13,600019.SH,600010.SH
7455,华泰证券,国泰君安,cooperate,此外，华泰证券深圳益田路荣超商务中心证券营业部、国泰君安上海福山路营业部等在A股市场活跃的游资也现身买方榜,2021-09-04 04:22:08,601688.SH,601211.SH
7456,中国动力,中国船舶,same_industry,云财经讯，据中国动力官微消息，截至今年8月底，中国船舶集团旗下中国动力(600482)子公司中国船柴的高压SCR脱硝设备累计实船订单突破百台,2021-09-03 11:35:55,600482.SH,600150.SH
7457,中信建投,申万宏源,superior,云财经讯，中信建投研报点评北京证券交易所设立：无论持续督导/做市的新三板挂牌公司数量来看，还是从主办券商的执业质量评价来看，申万宏源都是排行上市券商第一，可从北京证券交易所的设立中受益最多,2021-09-03 10:08:24,601066.SH,000166.SZ
7458,上海电气,中国太保,same_industry,云财经讯，上海电气消息，9月1日，上海电气集团党委书记、董事长冷伟青与到访的中国太保集团党委书记、董事长孔庆伟举行会晤，双方就多领域加深合作达成共识,2021-09-03 09:07:39,601727.SH,601601.SH
7459,中信证券,中金公司,cooperate,中信证券、中金公司等多家券商表示，不少外资客户已开通科创板交易功能，且交易较为活跃,2021-09-03 06:17:19,600030.SH,601995
7460,药明康德,隆基股份,same_industry,本周，药明康德累计被净买入15.8亿元，隆基股份累计被净买入15.4亿元，这2股合计净买入超31亿元,2021-09-03 22:37:05,603259.SH,601012.SH
7461,佳都科技,白云电器,increase_holding,云财经讯，9月3日，广州大湾区轨道交通产业投资集团有限公司正式挂牌成立，注册资本为50亿元，由广州工控集团、佳都科技(600728)、白云电器(603861)等9家广州本土企业共同出资设立,2021-09-03 20:13:11,600728.SH,603861.SH
7462,上能电气,阳光电源,same_industry,从中标项目数量来看，上能电气、阳光电源和华为位列前三,2021-09-03 20:00:38,300827,300274.SZ
7463,上能电气,阳光电源,same_industry,其中，上能电气共中标14个项目，阳光电源中标10个项目，华为中标9个项目,2021-09-03 20:00:38,300827,300274.SZ
7464,能辉科技,广州发展,supply,云财经讯，9月3日电，能辉科技公告，公司为广州发展乐昌长来60MW光伏项目EPC总承包的中标第一候选人，投标价1.07亿元,2021-09-03 19:34:40,301046,600098.SH
7465,广誉远,神农科技,supply,云财经讯，广誉远(600771)9月3日晚间公告，控股股东晋创投资将其持有的公司14.53%股份所对应表决权委托给神农科技行使，本次权益变动后，公司控股股东由晋创投资变更为神农科技，实际控制人仍为山西省国资委,2021-09-03 19:01:25,600771.SH,300189.SZ
7466,杭可科技,比亚迪,be_increased_holding,云财经讯，杭可科技：收到比亚迪股份有限公司的中标通知书，合计中标锂电设备5.22亿元,2021-09-03 18:25:46,688006.SH,002594.SZ
7467,金风科技,国泰君安,supply,云财经讯，9月3日电，金风科技今日涨停，龙虎榜数据显示，深股通买入6.89亿元并卖出3.79亿元，一机构卖出1.54亿元，国泰君安宁波彩虹北路买入2.8亿元，安信证券西安曲江池南路买入2.2亿元,2021-09-03 16:52:37,002202.SZ,601211.SH
7468,西藏矿业,广发证券,rise,云财经讯，9月3日，西藏矿业(000762)今日跌停，龙虎榜数据显示，卖一席位广发证券上海东方路卖出3.67亿元，三个机构席位合计卖出2亿元,2021-09-03 16:50:12,000762.SZ,000776.SZ
7469,石化油服,中国石化,fall,云财经讯，石化油服：全资子公司中国石化集团国际石油工程有限公司中标厄瓜多尔国家石油公司SACHA钻完井总包项目,2021-09-03 16:43:30,600871.SH,600028.SH
7470,中国能建,葛洲坝,superior,云财经讯，9月3日，中国能建葛洲坝集团与海南文昌市、文昌国际航天城管理局签署战略合作框架协议,2021-09-03 16:23:15,601868,600068.SH
7471,新安股份,华邦健康,cooperate,云财经讯，新安股份(600596)9月3日晚间公告，公司拟出资8亿元，以5.30元/股受让华邦健康(002004)持有的新三板精选层挂牌公司颖泰生物(833819)12.31%的股份,2021-09-03 15:40:38,600596.SH,002004.SZ
7472,电广传媒,四川双马,increase_holding,云财经讯，电广传媒午后跌停，上演天地板，四川双马逼近跌停，早盘一度涨近10%，全天振幅接近20%,2021-09-03 14:22:21,000917.SZ,000935.SZ
7473,延安必康,国泰君安,rise,云财经讯，延安必康(002411)9月1日获国泰君安等机构调研,2021-09-03 13:26:23,002411.SZ,601211.SH
7474,长荣股份,海目星,unknown,云财经讯，在长荣股份和海目星研发、技术、工艺等团队的密切协作下，按照设备采购客户提出的技术标准和工艺要求，由长荣股份承接的首台套海目星锂电生产配套设备于9月1日顺利完成交付,2021-09-02 10:32:46,300195.SZ,688559
7475,长荣股份,海目星,cooperate,下一步，长荣股份与海目星将积极落实已签署的采购框架协议，陆续提供包括高速激光制片机的机加钣金件、铸件，传动辊；装配段结构件，钣金件，机器视觉单体设备或模组（不含激光器）；干燥线的结构件及配套机器人及控制系统等产品,2021-09-02 10:32:46,300195.SZ,688559
7476,金风科技,福莱特,supply,云财经讯，9月2日电，港股碳中和概念股拉升，金风科技涨10%，新特能源涨近9%，华润电力涨近7%，福莱特玻璃涨逾4%,2021-09-02 10:20:16,002202.SZ,601865.SH
7477,亿华通,宇通客车,rise,云财经讯，9月2日电，亿华通发布减持计划更正公告，因经营发展需要，持股3.92%的股东康瑞盈实拟通过协议转让方式向其母公司宇通客车转让279.9378万股，占公司总股本的3.92%,2021-09-02 20:30:15,688339,600066.SH
7478,首商股份,王府井集团,be_reduced_holding,云财经讯，9月2日电，首商股份公告，公司于近日收到中国证监会核发的《关于核准王府井集团股份有限公司发行股份吸收合并北京首商集团股份有限公司并募集配套资金的批复》，批复核准王府井集团股份有限公司发行2.01亿股股份吸收合并公司；核准王府井集团股份有限公司发行股份募集配套资金不超过40亿元,2021-09-02 18:18:00,600723.SH,600859.SH
7479,海联金汇,财达证券,be_increased_holding,云财经讯，海联金汇：由于博升优势在财达证券的2笔股票质押合约待购回，博升优势对上述股票质押式回购交易采用协议转让方式进行处置，拟将其持有的公司2.96%股份转让给赵川,2021-09-02 18:05:08,002537.SZ,600906
7480,万科A,国信证券,dispute,万科A昨日出现47.7亿元溢价大宗交易，卖方同为机构席位，买方同为国信证券深圳红岭中路,2021-09-02 16:47:46,000002.SZ,002736.SZ
7481,*ST盈方,汇顶科技,unknown,云财经讯，9月2日电，*ST盈方公告，自前次华信科、联合无线香港及汇顶科技、汇顶香港的日常经营重大合同披露后，2021年2月1日至2021年8月31日，各方签订多份日常经营性采购订单，相关订单金额累计达6.79亿元，超过公司2021年半年度经审计总资产的50%以上，且绝对金额超过5亿元人民币,2021-09-02 16:27:49,000670.SZ,603160.SH
7482,金风科技,东方电气,unknown,电力设备股爆发，金风科技、东方电气涨近20%,2021-09-02 16:09:13,002202.SZ,600875.SH
7483,包钢股份,北方稀土,rise,云财经讯，包钢股份(600010)9月2日晚间公告，截至9月1日，控股股东的控股子公司北方稀土增持公司股份2.63亿股，占公司总股份的0.577%；增持金额8亿元,2021-09-02 15:43:33,600010.SH,600111.SH
7484,兆易创新,三安光电,be_increased_holding,云财经讯，9月2日电，日前，兆易创新、三安光电等多家芯片半导体企业遭遇大股东减持，引发市场热议,2021-09-02 15:20:33,603986.SH,600703.SH
7485,金风科技,东方电气,same_industry,云财经讯，港股电力设备板块持续拉升，金风科技涨幅扩大至超20%，中国高速传动涨超17%，东方电气涨超13%,2021-09-02 13:44:32,002202.SZ,600875.SH
7486,雅克科技,万业企业,rise,昨日，雅克科技、万业企业相继发布公告称，国家集成电路产业投资基金股份有限公司拟分别减持不超过公司总股本比例的1%、2.1%,2021-09-02 13:28:28,002409.SZ,600641.SH
7487,福莱特,洛阳玻璃,be_reduced_holding,云财经讯，9月2日电，港股光伏太阳能板块走高，新特能源涨近10%，福莱特玻璃涨超6%，协合新能源、洛阳玻璃涨超5%,2021-09-02 13:08:32,601865.SH,600876.SH
7488,中国人寿,新华保险,rise,其中，中国人寿总投资收益金额最高，达到1176.38亿元，同比增长22.4%；新华保险总投资收益增速最快，同比增长48.1%至311.2亿元,2021-09-01 06:37:38,601628.SH,601336.SH
7489,西藏矿业,天华超净,same_industry,云财经讯，统计结果显示，半年报中披露分产品经营数据的11只锂矿股，上半年锂盐收入全部出现大幅增长，平均增速达443.8%，若剔除增幅过大的西藏矿业和缺少可比数据的天华超净，这一增速均值也可以达到262.5%,2021-09-01 06:32:29,000762.SZ,300390.SZ
7490,东方财富,方正证券,same_industry,在排位前二十的券商中，东方财富、方正证券净利润增速最快，都在100%以上,2021-09-01 06:26:31,300059.SZ,601901.SH
7491,紫光国微,恒宝股份,same_industry,记者昨日获悉，2021年中国国际服务贸易交易会金融服务专题展将于9月3日至7日在北京首钢园举办，展会期间，丰台区与数研所将联合六大行及蚂蚁、腾讯、京东、华为、紫光国微、华大电子、恒宝股份等机构联手打造“数字金融示范区”,2021-09-01 06:20:24,002049.SZ,002104.SZ
7492,工商银行,邮储银行,cooperate,工商银行则与46家商业银行同业合作，共同打造全场景生态体系；邮储银行增设总行一级部门，即数字人民币部,2021-09-01 04:55:17,601398.SH,601658
7493,邮储银行,上港集团,cooperate,此外，还有四家机构加仓邮储银行，成为新进股东，中欧时代先锋、腾讯网域计算机网络（经营项目包括计算机软件技术开发、销售等，该公司还是腾安基金销售、微众银行的大股东）、央企贫困地区基金、上港集团持股占该行流通A股比例分别为2.183%、1.140%、1.101%、0.998%,2021-09-01 23:34:22,601658,600018.SH
7494,中金公司,东方财富,same_industry,该项出售始于2021年上半年，字节跳动已先后与中金公司、中信、复星集团、牛股王、东方财富等进行过沟通,2021-09-01 18:44:36,601995,300059.SZ
7495,中国电信,中国联通,cooperate,云财经讯，为适应电信网网络架构演进趋势，满足5G时代网间话务互联互通需求，促进电信业务创新发展，工业和信息化部组织中国电信、中国移动、中国联通开展IP多媒体子系统（IMS）网络网间互联架构改造，不同运营商间4G/5G话务直接由IP网传送，不再经过传统电路交换网绕转,2021-09-01 17:37:46,601728,600050.SH
7496,万科A,国信证券,cooperate,云财经讯，万科A今日出现47.7亿元溢价大宗交易，成交价每股21元，机构卖出，国信证券深圳红岭中路接盘,2021-09-01 16:59:33,000002.SZ,002736.SZ
7497,伟明环保,盛运环保,be_reduced_holding,云财经讯，伟明环保(603568)9月1日晚间公告，公司作为盛运环保系公司重整投资人的正式入选单位，拟以不超过7亿元重整投资盛运环保转增后总股本51%的股份，并通过盛运环保控制其下属7家子公司,2021-09-01 16:40:44,603568.SH,300090.SZ
7498,中金公司,中信建投,be_increased_holding,大金融反弹，中金公司涨超6%，中信建投涨超5%,2021-09-01 16:09:45,601995,601066.SH
7499,恒立实业,华阳集团,rise,云财经讯，恒立实业公告，第一大股东华阳投资的母公司华阳集团被申请破产，目前法院已受理并处在指定管理人阶段,2021-09-01 15:50:51,000622.SZ,002906.SZ
7500,东方证券,泸州老窖,dispute,云财经讯，8月31日电，东方证券恢复跟踪泸州老窖，，评级买进，目标价262.65元,2021-08-31 09:34:54,600958.SH,000568.SZ
7501,中金公司,广发证券,unknown,云财经讯，8月31日电，中金公司将广发证券A股评级上调至跑赢大盘，目标价22.87元,2021-08-31 09:12:59,601995,000776.SZ
7502,雅化集团,天齐锂业,same_industry,推荐：锂行业雅化集团、天齐锂业和盐湖股份，（赣锋、融捷、盛新等也都受益行业贝塔上升）,2021-08-31 08:06:06,002497.SZ,002466.SZ
7503,天合光能,通威股份,same_industry,2020年11月份以来，组件企业抱团“结盟”的消息频频出现，其中就包括天合光能和通威股份签署了150亿元规模的项目合作，晶澳科技和晶科能源同样也将触手延伸至上游,2021-08-31 07:01:58,688599,600438.SH
7504,华能国际,上海电气,cooperate,云财经讯，8月31日电，华能国际公告，公司全资子公司浙江公司将与香港财资公司、岱山交投、中交三航、上海电气风电共同出资设立岱山风电公司,2021-08-31 21:27:53,600011,601727.SH
7505,智飞生物,宁德时代,cooperate,880家公司实现盈利，占比达86.79%，其中，盈利5亿元以上的公司达55家，智飞生物、宁德时代等19家企业盈利超10亿元,2021-08-31 20:11:33,300122.SZ,300750.SZ
7506,富吉瑞,同益中,same_industry,云财经讯，《科创板日报》31日讯，证监会按法定程序同意以下企业科创板首次公开发行股票注册：北京富吉瑞光电科技股份有限公司、北京同益中新材料科技股份有限公司、精进电动科技股份有限公司,2021-08-31 19:47:19,688272,688722
7507,京能电力,昊华能源,same_industry,云财经讯，8月31日电，京能电力公告，北京证监局对时任北京昊华能源股份有限公司董事长耿养谋，因涉嫌信息披露违法违规，拟做出处罚,2021-08-31 19:41:15,600578.SH,601101.SH
7508,易事特,东方集团,dispute,云财经讯，8月31日电，易事特公告，第一大股东东方集团及一致行动人何宇、张晔士计划通过大宗交易或者集中竞价交易的方式减持公司股份不超过6940万股，即不超过公司总股本比例的2.9999%,2021-08-31 19:23:43,300376.SZ,600811.SH
7509,森远股份,海通证券,be_reduced_holding,云财经讯，8月31日电，森远股份公告，实控人郭松森拟通过协议转让方式向海富通转让森公司1100万股股份（占公司总股本的2.27%），以偿还其在海通证券部分质押融资，降低股票质押风险,2021-08-31 18:08:53,300210.SZ,600837.SH
7510,东方通,东方通信,be_increased_holding,云财经讯，8月31日电，东方通信公告，国资委将公司实际控制人中国普天的全部股权无偿划转至中国电科，导致中国电科间接控制公司43.44%股份，公司实际控制人由中国普天变更为中国电科,2021-08-31 17:46:33,300379.SZ,600776.SH
7511,兴业证券,广发证券,unknown,兴业证券上海世博馆路买入1.5亿元，广发证券上海东方路买入1.41亿元并卖出6481万元,2021-08-31 16:51:37,601377.SH,000776.SZ
7512,宁德时代,亿纬锂能,rise,云财经讯，据悉，特斯拉已经开始在国内寻找4680大圆柱电池的合作厂商，除了原有的电池供应商宁德时代和LG化学，特斯拉洽谈的大圆柱电池公司还包括了亿纬锂能等（36氪）,2021-08-31 15:12:28,300750.SZ,300014.SZ
7513,航发动力,洪都航空,cooperate,近日多只军工主机厂航发动力、洪都航空发布半年报，合同负债同比大幅增加,2021-08-30 09:40:53,600893.SH,600316.SH
7514,中国石油,中国石化,same_industry,中国石油、中国石化一举扭亏，中国海油净利润同比大增221%,2021-08-30 07:18:10,601857,600028.SH
7515,天邦股份,通威股份,rise,云财经讯，8月30日电，天邦股份公告，公司拟向通威股份出售水产饲料业务，拟向通威股份转让宁波天邦100%股权、七好生物100%股权、宁波生物100%股权、越南天邦65%股权，交易总额为10.8亿元,2021-08-30 22:13:33,002124.SZ,600438.SH
7516,金时科技,国光电气,reduce_holding,云财经讯，金时科技：公司所持基金参股公司国光电气在上海证券交易所科创板挂牌上市,2021-08-30 20:40:42,002951.SZ,688776
7517,盈峰环境,中联重科,superior,云财经讯，盈峰环境：全资子公司长沙中联重科环境产业有限公司收到广州市黄埔区环卫美化服务中心环卫车辆采购项目（氢燃料）的中标通知书，中标总额1703万元,2021-08-30 20:19:21,000967.SZ,000157.SZ
7518,大地熊,北方稀土,superior,云财经讯，8月30日电，大地熊公告，公司拟以现金方式向联营公司北方稀土(安徽)永磁科技有限公司(“北方稀土安徽永磁”)增资3614.4万元人民币，北方稀土以现金方式同比例增资,2021-08-30 20:09:02,688077,600111.SH
7519,科隆股份,华泰证券,superior,云财经讯，8月30日电，科隆股份公告，公司控股股东、实际控制人姜艳于8月27日通过协议转让方式将所持840万股质押股票（占总股本3.78%）转让给钟学智，460万股质押股票（占总股本2.07%）转让给张宜宇，以股票转让价分别偿还其在华泰证券及华泰资管的质押款,2021-08-30 19:20:36,300405.SZ,601688.SH
7520,特宝生物,通化东宝,be_increased_holding,云财经讯，8月30日电，特宝生物公告，持股30.06%的股东通化东宝计划自公告披露之日起3个交易日后的6个月内，以大宗交易或询价转让的方式减持不超过1627.2万股，占公司总股本比例不超过4%,2021-08-30 18:46:28,688278,600867.SH
7521,宏润建设,北京城建,be_reduced_holding,云财经讯，8月30日电，宏润建设公告，公司于近日收到杭州市建设工程总承包(EPC)中标通知书，潮王路-新风路连通工程一期工程(铁路以东尧典桥路-机场路段)工程总承包(EPC)项目由公司、北京城建设计发展集团股份有限公司、杭州市交通工程集团有限公司中标承建，工程中标价11.37亿元,2021-08-30 17:56:40,002062.SZ,600266.SH
7522,回盛生物,生物股份,supply,云财经讯，8月30日电，回盛生物公告，股东深创投及其一致行动人红土生物、湖北红土、武汉红土合计持有本公司股份数量合计2400万股（占本公司总股本14.48%），现拟通过竞价交易、大宗交易方式减持回盛生物股份合计不超过2400万股,2021-08-30 17:13:38,300871,600201.SH
7523,隆基股份,五粮液,be_increased_holding,本周北向资金对725只股票的持股数增加，对818只股票进行了减仓，其中对隆基股份加仓金额最大，对五粮液减仓金额最大,2021-08-29 14:34:43,601012.SH,000858.SZ
7524,汇川技术,宁德时代,same_industry,云财经讯，8月28日电，汇川技术在互动平台表示，公司通过合作伙伴为宁德时代间接提供产品,2021-08-28 12:17:15,300124.SZ,300750.SZ
7525,中信证券,分众传媒,cooperate,云财经讯，中信证券研报称，分众传媒2021年上半年广告投放同比显著恢复，楼宇媒体收入持续改善，实现营收73.3亿元（YoY+58.9%），实现归母净利润29.0亿元（YoY+252.2%），对应归母净利率39.6%,2021-08-27 08:39:14,600030.SH,002027.SZ
7526,浩云科技,华夏银行,unknown,云财经讯，8月27日电，浩云科技发布公告，近日，公司与华夏银行签署了多项框架协议，取得了为华夏银行提供上述协议下设备、服务的资格，协议有效期至2023年7月31日止,2021-08-27 20:18:18,300448.SZ,600015.SH
7527,国电电力,中国神华,cooperate,云财经讯，国电电力(600795)8月27日晚间公告，公司将与中国神华、龙源电力、国家能源集团资本控股、国能基金管理公司，共同出资设立国能绿色低碳发展投资基金（有限合伙），公司作为有限合伙人以自有资金出资10亿元,2021-08-27 16:56:35,600795.SH,601088.SH
7528,中金公司,宁德时代,cooperate,云财经讯，中金公司：截止半年报宁德时代年化锂电池产能达到131GWh，在建产能达到92.5GWh，预计至2021年底公司名义产能有望突破200GWh,2021-08-26 08:37:51,601995,300750.SZ
7529,科蓝软件,华夏银行,unknown,云财经讯，科蓝软件：公司智能高柜机器人“小蓝”中标华夏银行股份有限公司采购项目,2021-08-26 08:01:35,300663.SZ,600015.SH
7530,泰永长征,阳光城,supply,目前，泰永长征充电桩已在全国多个城市落地使用，成功为阳光城、中骏、绿景、华强、花样年等提供产品与服务,2021-08-26 07:52:09,002927.SZ,000671.SZ
7531,天齐锂业,兴业银行,supply,云财经讯，8月26日电，天齐锂业公告，控股股东天齐集团将其持有的1300万股公司股份（占公司总股本的0.88%）质押给兴业银行,2021-08-26 20:14:17,002466.SZ,601166.SH
7532,北方稀土,盛和资源,unknown,云财经讯，北方稀土(600111)8月26日晚间公告，公司拟通过交易所集中竞价方式减持盛和资源全部1872.33万股股票，占盛和资源股份总数的1.07%,2021-08-26 18:22:51,600111.SH,600392.SH
7533,上汽集团,上港集团,reduce_holding,上汽集团在公告中称，拟与上港集团、恒旭投资共同设立基金,2021-08-26 17:58:31,600104.SH,600018.SH
7534,上汽集团,上港集团,cooperate,其中，上汽集团认缴出资5.4153亿元、上港集团认缴出资1.0047亿元、恒旭资本认缴出资0.01亿元,2021-08-26 17:58:31,600104.SH,600018.SH
7535,中国平安,华夏幸福,unknown,云财经讯，中国平安在港交所公告，公司2021年半年度对华夏幸福相关投资资产进行减值计提、估值调整以及其他权益调整金额合计为人民币359亿元，其中包含本公司截至2021年3月31日止三个月的未经审核业绩公告中已披露的对华夏幸福相关投资资产进行减值计提及估值调整金额人民币182亿元,2021-08-26 17:40:51,601318.SH,600340.SH
7536,亿纬锂能,连云港,unknown,云财经讯，亿纬锂能消息，近日，国内首艘海上纯电动拖轮——“云港电拖一号”在江苏连云港港口交付试运行,2021-08-26 12:28:57,300014.SZ,601008.SH
7537,洛阳玻璃,福莱特,superior,云财经讯，8月25日电，港股光伏板块快速走高，顺风清洁能源涨20%，洛阳玻璃、福莱特玻璃涨7.8%，北控清洁能源涨5.9%，信义光能涨4.8%，信义玻璃涨4%,2021-08-25 11:42:55,600876.SH,601865.SH
7538,中公教育,盛通股份,rise,云财经讯，教育股早盘大幅反弹，开元教育（20%）、中公教育涨停，科德教育涨超12%，豆神教育、盛通股份等跟涨,2021-08-25 09:51:49,002607.SZ,002599.SZ
7539,中信证券,汇川技术,rise,云财经讯，8月25日电，中信证券研报指出，21H1汇川技术实现营业收入82.74亿元（+72.95%，yoy），归母净利润15.63亿元（+101.81%，yoy），扣非后归母净利润15.23亿元（+117.01%，yoy），盈利能力持续提升，各项业务发展向好，并继续加码核心产品产能布局，给予公司2022年60x，PE作为合理估值水平，2022年目标市值为2500亿元，对应目标价96元，维持“买入”评级,2021-08-25 08:31:35,600030.SH,300124.SZ
7540,安达维尔,捷成股份,unknown,云财经讯，24日军工板块集体回调，安达维尔、捷成股份等多只个股跌幅超过7%,2021-08-25 06:22:26,300719.SZ,300182.SZ
7541,久吾高科,西藏珠峰,fall,云财经讯，久吾高科(300631)今日在互动平台上表示，目前公司正在积极跟进国内外盐湖提锂项目，近期，公司与西藏珠峰签署了盐湖提锂中试协议，不会对公司业绩产生较大影响，中试的技术验证有一定时间周期，未来能否获得大型工业化项目订单也存在不确定性,2021-08-25 19:44:06,300631.SZ,600338.SH
7542,招商证券,东方财富,cooperate,龙虎榜数据显示，多个营业部同时登上买、卖前五席位，包括招商证券上海牡丹江路、东方财富拉萨东环路第一营业部、东方财富拉萨团结路第二营业部,2021-08-25 17:26:45,600999.SH,300059.SZ
7543,龙江交通,盈峰环境,same_industry,云财经讯，龙江交通：与盈峰环境核心成员企业之一天枢能源签订战略合作框架协议，不断升级和拓展充电基础设施建设，为新能源车主提供最佳充电体验和基于充电的生态服务，共同推动新能源充电产业升级、推动新能源领域与大交通领域的产业融合,2021-08-25 17:16:26,601188.SH,000967.SZ
7544,海通证券,兴业证券,cooperate,卖方为同一机构席位，海通证券上海余姚路、兴业证券顺昌中山中路等四个券商营业部买入,2021-08-25 16:37:20,600837.SH,601377.SH
7545,贵州茅台,舍得酒业,same_industry,本报告期公司新增贵州茅台酒股份有限公司、舍得酒业股份有限公司及贵州习湖酒厂销售有限公司3家客户，预计下半年茅台1935的订单将会迎来显著增量,2021-08-25 16:26:18,600519.SH,600702.SH
7546,韦尔股份,联创电子,unknown,此外，车载领域光学也存在较大发展空间，建议重点关注舜宇光学科技、韦尔股份、联创电子等,2021-08-24 08:42:32,603501.SH,002036.SZ
7547,张小泉,天赐材料,same_industry,云财经讯，摘要：今日可申购张小泉；央行召开金融机构货币信贷形势分析座谈会；人工关节高值耗材国家集采将于9月14日启动；油价迎年内最大降幅，92号汽油重回六元区间；工信部部长肖亚庆：加快制造业数字化网络化智能化发展；刘格菘爆款基金一天卖超100亿，提前结束募集；天赐材料：预计前三季度盈利同比增长170%-208%；饲用氨基酸集体涨价、两大因素持续影响供给；超级电容在储能领域获重大技术突破，应用场景不断拓展,2021-08-24 07:37:53,301055,002709.SZ
7548,中核钛白,金浦钛业,fall,云财经讯，消费旺季即将到来，龙佰集团、中核钛白、金浦钛业等20余家钛白粉生产企业近来再度发函宣布涨价,2021-08-24 06:45:22,002145.SZ,000545.SZ
7549,贵州茅台,恒瑞医药,rise,贵州茅台、恒瑞医药等白马股自今年高位累计跌幅已超过40%,2021-08-24 06:43:44,600519.SH,600276.SH
7550,智飞生物,迈瑞医疗,fall,云财经讯，8月23日，A股医药板块止跌回稳，中证医疗指数涨逾1%，智飞生物、迈瑞医疗等龙头股大幅上涨,2021-08-24 06:38:09,300122.SZ,300760.SZ
7551,贵州茅台,五粮液,rise,云财经讯，对比一季报和中报相关数据发现，基金对白酒资产的配置在年初已有减持迹象，其中，对贵州茅台和五粮液高端白酒的减持更为明显,2021-08-24 04:56:06,600519.SH,000858.SZ
7552,硕贝德,东风汽车,same_industry,云财经讯，硕贝德：收到《东风汽车有限公司乘用车零部件供应商承制通知书》，确认公司成为其车联网5.0，5G天线的供应商,2021-08-24 19:31:45,300322.SZ,600006.SH
7553,新华联,长沙银行,supply,云财经讯，新华联建设所持长沙银行1.26亿股拍卖首轮流拍后，二轮拍卖成功拍出,2021-08-24 19:05:39,000620.SZ,601577.SH
7554,新华联,长沙银行,unknown,此外，新华联石油持有的长沙银行0.47亿股股票被流拍,2021-08-24 19:05:39,000620.SZ,601577.SH
