head,tail,sentence,time,head_code,tail_code,label,relation,src
中国平安,中国人寿,地产股、大金融股普涨，中国奥园、富力地产涨超7%，中国平安、中国人寿涨超3%,2022-02-11 16:09:24,601318.SH,601628.SH,0,同涨,eastmoney
中国人保,新华保险,数据显示，截至1月24日，外资对A股五大保险股的持股量较去年12月31日均出现较大增幅，其中对中国人保与新华保险的持股量大幅增长36%、21%,2022-01-26 07:50:52,601319.SH,601336.SH,1,同行,yuncaijing
中原证券,国盛金控,上述公司中，中原证券、国盛金控、太平洋净利润预计同比增速均超过100%,2022-02-14 12:49:41,601375.SH,002670.SZ,0,同行,eastmoney
兴业证券,西南证券,其中，兴业证券的金股组合涨幅以11.06%排第一位，西南证券金股组合以10.63%的涨幅紧随其后，开源证券、德邦证券金股组合收益率同样居前,2021-11-30 20:30:58,601377.SH,600369.SH,1,同涨,yuncaijing
中国铝业,江西铜业,有色金属股强势，五矿资源涨近8%，中国铝业涨超7%，江西铜业股份涨5.58%,2022-01-11 12:08:48,601600.SH,600362.SH,1,同涨,10jqka
中国铝业,江西铜业,港股有色金属板块走低，五矿资源跌超4%，俄铝跌近4%，中国铝业跌超3%，江西铜业股份跌近3%,2022-01-25 09:40:00,601600.SH,600362.SH,1,同跌,10jqka
中国铝业,江西铜业,港股矿业板块走低，五矿资源、中国铝业跌超4%，江西铜业股份等跟跌,2022-02-15 09:40:00,601600.SH,600362.SH,1,同跌,yuncaijing
中国铝业,德宏股份,【传言稀土巨头获批，概念股大涨】除了大盘股上涨之外，早盘稀土板块也获资金追捧，港股中国稀土暴涨18%；A股中国铝业、德宏股份强势涨停，截至午间收盘，中国铝业涨停封单达到137万手,2021-12-06 12:34:17,601600.SH,603701.SH,1,同涨,yuncaijing
中国太保,陆家嘴,同时，中国太保旗下太保资产、国联安基金与浦东金融局、陆家嘴服务局共同签署了《加快推进上海全球资管中心建设专项合作协议》,2021-12-24 20:26:18,601601.SH,600663.SH,1,合作,10jqka
明阳智能,金风科技,风机龙头包括明阳智能、金风科技等,2021-11-21 11:21:43,601615.SH,002202.SZ,1,同行,10jqka
中国人寿,万达信息,中国人寿保险资金对万达信息的投资依法合规，完全适格,2022-01-10 13:28:00,601628.SH,300168.SZ,0,同行,eastmoney
中国人寿,中国人保,其中，中国人寿保费收入居于榜首，达2072亿元；中国人保保费收入增长最快，同比增速达17.89%,2022-02-19 07:39:52,601628.SH,601319.SH,1,同行,10jqka
中国人寿,新华保险,从上市寿险来看，中国人寿、新华保险及人保寿险均实现正增长，三者寿险保费收入同比分别增长1.23%、1.67%、2.19%,2021-12-16 06:43:07,601628.SH,601336.SH,0,同涨,yuncaijing
长城汽车,比亚迪,港股汽车板块持续走高，长城汽车涨近9%，东风集团股份涨近6%，五菱汽车涨超5%，比亚迪股份涨近5%，吉利汽车涨超3%,2021-11-22 13:32:00,601633.SH,002594.SZ,1,同涨,10jqka
长城汽车,比亚迪,锂电池股表现最弱，体育用品股、汽车股、燃气股、石油股、钢铁股皆走低，长城汽车、比亚迪股份跌超3%,2021-11-25 12:04:00,601633.SH,002594.SZ,1,同跌,eastmoney
长城汽车,比亚迪,港股汽车股走低，长城汽车跌超4%，北京汽车跌超2%，恒大汽车、比亚迪股份跌近2%,2021-12-24 10:05:00,601633.SH,002594.SZ,1,同跌,eastmoney
长城汽车,比亚迪,港股汽车股走高，小鹏汽车涨近10%，恒大汽车涨超9%，理想汽车涨近8%，长城汽车、比亚迪股份涨超3%,2021-12-31 09:24:44,601633.SH,002594.SZ,1,同涨,eastmoney
长城汽车,比亚迪,受补贴退坡、原材料价格上涨等多重因素影响，包括长城汽车、特斯拉、比亚迪等主流新能源车企陆续透露了涨价消息，幅度从1000元至2万元不等,2022-01-28 07:04:36,601633.SH,002594.SZ,0,同行,eastmoney
长城汽车,比亚迪,港股汽车股齐挫，小鹏汽车跌超11%，小鹏美股隔夜收跌12.5%；理想汽车跌逾5%，长城汽车、比亚迪股份、吉利汽车跌均超4%，恒大汽车、东风集团股份跌近2%,2022-01-28 09:34:16,601633.SH,002594.SZ,1,同跌,10jqka
长城汽车,比亚迪,港股汽车股大涨，理想汽车涨超12%，小鹏汽车涨超9%，长城汽车、比亚迪股份涨超3%,2022-02-04 09:24:32,601633.SH,002594.SZ,1,同涨,eastmoney
长城汽车,比亚迪,港股汽车股大涨，理想汽车涨超12%，小鹏汽车涨超9%，长城汽车、比亚迪股份涨超3%,2022-02-04 09:24:32,601633.SH,002594.SZ,0,同涨,10jqka
长城汽车,广汽集团,港股汽车股走低，恒大汽车跌超5%，理想汽车跌近4%，长城汽车跌超3%，广汽集团跌近3%,2021-12-14 09:44:00,601633.SH,601238.SH,1,同跌,10jqka
长城汽车,广汽集团,港股汽车股走低，恒大汽车跌超4%，长城汽车、五菱汽车跌近3%，广汽集团跌近2%,2022-01-06 10:54:00,601633.SH,601238.SH,1,同跌,10jqka
中国建筑,白云机场,【中国建筑：联合体中标广州芳村至白云机场城际项目】中国建筑公告，联合体中标广州芳村至白云机场城际项目，项目施工总承包中标价184.76亿元,2021-12-07 17:35:23,601668,600004.SH,0,供应,10jqka
上海电气,光大证券,云财经讯，2月18日上午，上海电气集团党委书记、董事长冷伟青与来访的光大证券股份有限公司党委书记、董事长闫峻进行会谈，就“十四五”时期双方深化合作事宜交换意见,2022-02-19 11:35:57,601727.SH,601788.SH,1,合作,eastmoney
中国电信,紫光国微,云财经讯，记者获悉，12月3日，超级SIM卡澳门首发仪式暨中国电信（澳门）与紫光国微战略合作签署仪式在澳门国际科技创新博览会上举行,2021-12-03 17:13:32,601728,002049.SZ,1,合作,eastmoney
中国电信,中国联通,港股电信股尾盘走强，中国移动(00941.HK)涨3.8%，中国电信(00728.HK)涨3.65%，中国联通(00762.HK)涨2.63%,2022-02-07 15:49:28,601728,600050.SH,1,同涨,10jqka
中国电信,中国联通,港股电信股走高，中国移动、中国电信涨近4%，中国联通涨近3%,2022-02-07 15:51:38,601728,600050.SH,0,同涨,yuncaijing
中国电信,中国联通,2021H1，中国电信产业数字化业务收入501亿元，同比增长16.8%；中国移动DICT收入334亿元，同比增长59.8%；中国联通产业互联网业务收入280亿元，同比增长23.6%,2022-02-10 08:06:10,601728,600050.SH,1,同行,10jqka
光大银行,上海银行,记者从人民银行广州分行、人民银行深圳市中心支行、香港金管局获悉，光大银行、创兴银行、厦门国际银行珠海分行、大新银行、上海银行、华侨永亨银行（中国）深圳分行、富邦华一银行、集友银行入围,2022-01-27 22:16:01,601818.SH,601229.SH,1,同行,10jqka
光大银行,上海银行,光大银行广州分行、华侨永亨银行（中国）珠海分行、大新银行（中国）广州分行、上海银行深圳分行、厦门国际银行珠海分行、创兴银行等14家银行入围,2022-01-29 07:28:00,601818.SH,601229.SH,1,同行,eastmoney
福莱特,洛阳玻璃,港股光伏太阳能板块走高，福莱特玻璃涨近9%，新特能源、协鑫新能源、洛阳玻璃股份涨超3%，信义能源涨近3%,2021-12-31 10:02:36,601865.SH,600876.SH,1,同涨,eastmoney
中国能建,葛洲坝,【中国能建葛洲坝集团与河南新乡市签订战略合作框架协议】据中国葛洲坝微言消息，11月23日，中国能建葛洲坝集团与河南省新乡市签订战略合作框架协议,2021-11-23 20:43:31,601868,600068.SH,1,合作,eastmoney
中国能建,葛洲坝,云财经讯，2月9日，中国能建葛洲坝集团与中国中化先正达集团中国在武汉签署战略合作协议,2022-02-10 16:13:06,601868,600068.SH,1,合作,10jqka
中国能建,中国电建,据记者了解，北京2022年冬奥会的“绿电”供应包括光伏、风电、水电等多种清洁能源，国家电网、中国华能、国家电投、大唐集团、国家能源集团、三峡集团、中国能建、中国电建等多家电力央企以及京能集团等电力企业参与了相关工作,2022-02-09 05:15:00,601868,601669.SH,1,同行,eastmoney
招商轮船,中国重汽,根据协议，各方将在国内国际“双循环”新发展格局下，共同致力于全球范围内的多领域深度合作，招商轮船将在全球范围内为中国重汽提供有市场竞争力的租船订舱、海运等服务，并发挥自身海运优势，协助建立全球供应链系统与国际新市场的开发,2022-01-13 17:43:27,601872.SH,000951.SZ,1,合作,10jqka
中煤能源,中国神华,港股煤炭概念股走高，中煤能源涨近3%，兖矿能源、力量发展涨超2%，中国神华涨近2%,2022-01-10 14:28:00,601898.SH,601088.SH,1,同涨,eastmoney
中煤能源,中国神华,港股煤炭股普涨，兖矿能源涨5.72%，中煤能源和中国神华涨超4%，易大宗和首钢资源等跟涨,2022-02-04 10:44:00,601898.SH,601088.SH,1,同涨,eastmoney
中煤能源,中国神华,云财经讯，2月4日电，港股煤炭股普涨，兖矿能源涨超6%、中煤能源和中国神华涨超4%，易大宗和首钢资源等跟涨,2022-02-04 10:44:38,601898.SH,601088.SH,0,同涨,yuncaijing
紫金矿业,福耀玻璃,港股碳中和板块普涨，紫金矿业、福耀玻璃、兖矿能源涨超3%，信义玻璃涨近3%,2022-01-20 13:27:07,601899.SH,600660.SH,1,同涨,eastmoney
紫金矿业,福耀玻璃,港股碳中和板块普涨，紫金矿业、福耀玻璃、兖矿能源涨超3%，信义玻璃涨近3%,2022-01-20 13:27:07,601899.SH,600660.SH,0,同涨,eastmoney
浙商银行,江苏银行,目前已有浙商银行、江苏银行、百信银行等商业银行布局元宇宙，其中百信银行已推出NFT数字藏品,2022-01-17 06:51:59,601916.SH,600919.SH,1,同行,10jqka
中远海控,中国外运,港股海运板块普跌，中远海控跌近4%，东方海外国际跌超3%，海丰国际、中国外运、太平洋航运跟跌,2022-01-17 13:52:25,601919.SH,601598.SH,1,同跌,10jqka
中远海控,中远海发,港股海运板块走低，太平洋航运跌近4%，中远海控、中远海发跌超3%,2021-11-26 15:27:00,601919.SH,601866.SH,1,同跌,yuncaijing
中远海控,中远海发,港股海运板块走低，太平洋航运跌近4%，海丰国际跌超2%，中远海控跌近2%，中远海发跟跌,2021-12-22 13:30:00,601919.SH,601866.SH,1,同跌,yuncaijing
建设银行,邮储银行,全系列智能POS均已支持数字人民币支付，并开始为建设银行、邮储银行等银行机构批量供货,2022-01-05 14:31:03,601939,601658,1,同行,eastmoney
建设银行,邮储银行,全系列智能POS均已支持数字人民币支付，并开始为建设银行、邮储银行等银行机构批量供货,2022-01-05 14:31:03,601939,601658,0,同行,yuncaijing
中国银行,招商银行,公开信息显示，赵启柱现年56岁，1988年清华大学应届毕业，当年和40多名清华毕业生一起闯海（即“海南”），对海南感情深厚，曾陆续担任中国银行海南省分行副行长、招商银行海口分行行长、招商银行厦门分行行长等职,2021-12-24 16:07:50,601988,600036.SH,1,同行,10jqka
中国银行,金麒麟,【陈卫东：双碳目标政策体系的构建并不是简单地“关停并转”】中国银行研究院院长陈卫东在第14届金麒麟金融峰会上表示，我国的双碳目标政策体系构建仍处于起步阶段，政策的节奏、力度与经济运行的匹配度有待加强，不是简单地关停并转，或是搞一刀切式的减碳做法，或是盲目地下指标，简单化地处理、短期化地处理，这可能会影响整个中国经济平稳运行，也跟国家整体的政策目标不相称,2021-12-17 10:35:57,601988,603586.SH,1,未知Unknown,yuncaijing
大唐发电,华能国际,绿电概念股集体爆发，大唐发电、华润电力、华能国际电力涨超7%，中广核新能源、中广核电力涨超3%,2021-12-15 12:09:24,601991.SH,600011,1,同涨,eastmoney
大唐发电,华电国际,港股电力股走高，中国电力、大唐发电涨近6%，中广核新能源涨超4%，华电国际电力股份涨超3%,2021-12-17 09:43:00,601991.SH,600027.SH,1,同涨,10jqka
大唐发电,华电国际,港股电力股齐挫，中国电力跌3.54%，大唐发电跌3.19%，华电国际电力跌3%，华润电力跌2.96%,2021-12-28 09:38:45,601991.SH,600027.SH,1,同跌,eastmoney
金隅集团,海螺水泥,【水泥股全线上涨，沿江地区水泥熟料价格上调】水泥股全线上涨，中国建材涨6%，华润水泥、金隅集团涨2%，海螺水泥涨1.1%，为连续第四个交易日上涨,2022-02-10 14:38:22,601992.SH,600585,1,同涨,10jqka
中金公司,中信证券,【中国化妆品生产商上美据悉计划最快年内在香港上市】上美正与中金公司、中信证券和摩根大通合作推进拟议股份发售事宜，可能募集数亿美元,2022-01-10 18:52:33,601995,600030.SH,1,合作,yuncaijing
禾望电气,电科院,云财经讯，从禾望电气(603063)了解到，近日，在国网陕西电科院、洁源光伏、禾望电气、北京瑞盈智拓、唐鼎电力多方联合下，陕西定边洁源公布井光伏电站完成了涉网性能提升试验,2021-12-20 15:28:32,603063.SH,300215.SZ,1,合作,eastmoney
森特股份,北新建材,增持次数方面，近5日获重要股东增持两次以上的共有5家公司，分别是森特股份（增持6次）、*ST丰华（增持4次）、北新建材（增持3次）等,2022-01-10 09:56:10,603098.SH,000786.SZ,0,增持,10jqka
森特股份,新华都,云财经讯，森特股份：获股东新华都实业集团股份有限公司及其一致行动人举牌，截至本报告签署日，新华都集团及其一致行动人合计持股5.20%,2021-12-31 21:47:46,603098.SH,002264.SZ,0,被增持,yuncaijing
药明康德,泰格医药,港股医药外包概念股盘初跳水，药明康德跌超8%，泰格医药跌超5%，药明生物跌3.5%,2022-02-09 09:47:00,603259.SH,300347.SZ,1,同跌,10jqka
药明康德,康龙化成,恒生医疗保健业指数下挫逾9%，药明生物、药明康德均跌超19%，康龙化成等多股跌超10%,2021-12-15 16:10:29,603259.SH,300759.SZ,1,同跌,10jqka
药明康德,昭衍新药,CXO概念股午后跳水，药明生物跌超19%，药明康德跌19%，昭衍新药跌16%，金斯瑞跌11%,2021-12-15 16:15:24,603259.SH,603127.SH,1,同跌,eastmoney
药明康德,康希诺,港股生物医药板块涨跌互现，再鼎医药、创胜集团涨近7%，药明康德涨超6%，药明生物涨近6%；永泰生物跌近27%，康希诺生物跌超6%，腾盛博药跌超3%,2022-01-11 10:57:00,603259.SH,688185,1,同涨,yuncaijing
松发股份,兄弟科技,【松发股份：子公司受“双减”政策影响处于亏损状态】松发股份(603268)12月14日晚间披露股票异动公告，公司陶瓷业务经营环境未发生重大变化，目前生产经营活动正常；公司控股子公司北京醍醐兄弟科技发展有限公司受国家“双减”政策影响营业收入大幅下降，目前处于亏损状态,2021-12-14 17:54:16,603268.SH,002562.SZ,1,上级,10jqka
天味食品,青岛食品,食品加工板块午后持续低迷，盖世食品跌超4%，朱老六、天味食品、青岛食品跟跌,2021-11-17 13:50:00,603317.SH,1219,1,同跌,eastmoney
亚士创能,中国电建,云财经讯，从亚士创能了解到，近日，中国电建地产集团有限公司2022-2023年涂料集中采购项目中标结果公示，亚士漆内外墙涂料、地坪漆产品以及全面涂装解决方案成功中标,2021-12-28 14:16:24,603378.SH,601669.SH,1,供应,yuncaijing
通达电气,锐明技术,此次合作协议签署，通达电气、深圳巴士集团、锐明技术三方达成长期稳定的战略合作关系，将以此为契机，建立三方交流机制，充分发挥各方优势，在公共交通、智慧出行软硬件产品和服务、新产品新技术科技创新、战略资本协同等领域进一步开展更深层次、更高水平的合作，合力构建三方合作发展的新平台、新机制,2021-12-17 09:08:38,603390.SH,2970,1,合作,yuncaijing
贵州三力,翰宇药业,三胎概念持续拉升，葫芦娃涨停，贵州三力、翰宇药业、华特达因、沐邦高科跟涨,2022-01-10 11:17:56,603439,300199.SZ,1,同涨,yuncaijing
思维列控,远望谷,云财经讯，思维列控(603508)12月3日晚间公告，远望谷(002161)目前持有公司股份1249.7万股，占公司当前总股本的4.59%,2021-12-03 19:18:14,603508.SH,002161.SZ,0,投资,eastmoney
思维列控,远望谷,【思维列控：远望谷拟适时出售公司股票】思维列控公告，远望谷(002161)目前持有公司股份1249.7万股，占公司当前总股本的4.59%,2021-12-03 19:18:59,603508.SH,002161.SZ,0,减持,10jqka
绝味食品,洽洽食品,【奶茶品牌书亦烧仙草获绝味食品、洽洽食品等间接投资】奶茶品牌书亦烧仙草的运营公司四川书亦餐饮管理有限公司近期新增了多位投资人,2022-02-05 16:24:24,603517.SH,002557.SZ,0,未知Unknown,10jqka
中谷物流,广州港,中谷物流官方微信消息，12月9日，上海中谷物流股份有限公司与广州港股份有限公司在广州签署深化战略合作框架协议,2021-12-10 14:54:00,603565,601228.SH,1,合作,10jqka
璞泰来,东阳光,【璞泰来：子公司拟14亿元新建2万吨/年PVDF与4.5万吨/年R142b项目】璞泰来公告，公司控股子公司乳源东阳光氟树脂有限公司与广东省韶关市乳源瑶族自治县政府达成初步投资意向，公司拟在原计划的基础上进一步扩大产能建设规划，拟通过东阳光氟树脂新建2万吨/年PVDF与4.5万吨/年R142b项目，项目总投资金额约14亿元,2021-12-28 18:59:40,603659.SH,600673.SH,1,上级,eastmoney
密尔克卫,明阳智能,【密尔克卫：与明阳智能签订风电机组运输服务项目合同】密尔克卫公告称，公司与明阳智能签订越南金瓯WTO风电场风电机组运输服务项目合同，合同金额暂估1.48亿元,2021-12-29 16:52:36,603713.SH,601615.SH,1,合作,yuncaijing
华友钴业,西藏矿业,盐湖提锂板块开盘拉升，华友钴业涨超6%，藏格矿业、科达制造、西藏矿业跟涨,2022-01-12 09:30:00,603799.SH,000762.SZ,1,同涨,yuncaijing
华友钴业,德方纳米,【景气赛道锂电池板块强势反弹，锂电池ETF(159840)上涨近3%】景气赛道锂电池板块开盘强势回暖，华友钴业强势涨停，德方纳米涨幅超14%，锂电池板块整体飘红，带动锂电池ETF(159840)开盘反弹近3%,2022-01-12 09:45:54,603799.SH,300769.SZ,1,同涨,eastmoney
华友钴业,孚能科技,协议约定2021年12月至2025年华友钴业计划合计供货孚能科技三元前驱体16.15万吨,2021-12-02 17:28:02,603799.SH,688567,1,供应,yuncaijing
华友钴业,孚能科技,【华友钴业：就三元前驱体采购、废料及废旧电池回收等方面与孚能科技签订战略合作协议】华友钴业公告，2021年12月2日，公司与孚能科技(赣州)股份有限公司签订了《战略合作协议》，协议就三元前驱体的采购与合作，废料及废旧电池回收，三元正极及三元前驱体的研制、应用与交流等方面进行约定,2021-12-02 17:28:02,603799.SH,688567,1,合作,eastmoney
欧派家居,东鹏控股,10月以来，包括欧派家居、东鹏控股等在内的多家企业陆续宣布调价，涉及全屋定制、瓷砖、防水涂料、照明等多个领域,2021-11-17 08:22:00,603833.SH,3012,0,同行,yuncaijing
瑞芯微,立昂微,在此次调整中，富时全球股票指数系列新纳入了华润微、瑞芯微、立昂微等多只半导体A股，此外，新纳入A股还分布在能源、运输、医疗等板块,2022-02-20 09:40:32,603893,605358,1,同行,yuncaijing
洛阳钼业,江西铜业,港股有色金属板块走低，五矿资源跌超10%，中国有色矿业跌近6%，洛阳钼业、俄铝跌超5%，江西铜业股份跌近4%,2021-12-14 11:12:00,603993.SH,600362.SH,1,同跌,yuncaijing
行动教育,美凯龙,据行动教育消息，12月30日，在红星美凯龙总部，红星美凯龙、行动教育正式达成战略合作，双方强强联手将在人才战略上进行深度战略合作，构建更加全面更加深层的人才合作和交流机制，共同致力打造家居行业的人才生态圈,2021-12-31 12:26:00,605098,601828,1,合作,10jqka
行动教育,美凯龙,【行动教育：与红星美凯龙达成战略合作】从行动教育了解到，12月30日，在红星美凯龙总部，红星美凯龙、行动教育正式达成战略合作，双方强强联手将在人才战略上进行深度战略合作，构建更加全面更加深层的人才合作和交流机制，共同致力打造家居行业的人才生态圈,2021-12-31 12:29:28,605098,601828,0,合作,eastmoney
洪通燃气,新疆火炬,燃气板块持续走弱，水发燃气跌超4%，洪通燃气、新疆火炬、佛燃能源跟跌,2021-12-03 10:15:00,605169,603080.SH,1,同跌,10jqka
健麾信息,翰宇药业,云财经讯，健麾信息：股东翰宇药业拟减持不超过2%,2021-12-23 16:02:56,605186,300199.SZ,1,被减持,yuncaijing
协和电子,泛亚微透,云财经讯，1月5日电，协和电子公告，公司拟与江苏泛亚微透科技股份有限公司、江苏拓邦投资有限公司等累计21家机构及个人共同发起设立合资公司“江苏源氢新能源科技股份有限公司”，投资建设氢燃料电池质子交换膜项目,2022-01-05 17:03:33,605258,688386,1,合作,eastmoney
杭可科技,亿纬锂能,【杭可科技：中标亿纬锂能4.97亿元锂电池生产设备】杭可科技公告，公司近日收到亿纬锂能通过电子邮件发送的定点通知，中标项目为锂电池生产设备，中标金额4.97亿元,2022-01-25 16:13:22,688006.SH,300014.SZ,0,未知Unknown,10jqka
当虹科技,光线传媒,云财经讯，当虹科技：股东光线传媒拟减持不超过2%,2022-01-17 18:56:29,688039,300251.SZ,1,被减持,eastmoney
航天宏图,中国电信,云财经讯，1月10日，航天宏图信息技术股份有限公司与中国电信股份有限公司甘肃分公司战略合作协议签约仪式在兰州举行,2022-01-11 17:37:24,688066.SH,601728,1,合作,eastmoney
中望软件,华阳国际,云财经讯，中望软件(688083)2月17日晚间公告，公司与华阳国际拟共同出资设立合资公司，开展“国产BIM（建筑信息模型）产品研发和软件销售”业务,2022-02-17 19:43:45,688083,002949.SZ,1,合作,10jqka
阿拉丁,大悦城,未来阿拉丁将通过资本＋科技，推动大悦城构建商业地产+社群经济新业态，以社群经济为线下商业地产赋能，助力行业创新探索,2022-02-23 17:12:36,688179,000031.SZ,1,合作,yuncaijing
阿拉丁,中材节能,这是本月阿拉丁能源集团完成对中材节能战略投资后，半月内完成的第二起“央企系”A股公司投资,2021-12-12 16:54:29,688179,603126.SH,1,投资,10jqka
君实生物,恒瑞医药,从公布的医保目录来看，进口PD-1/PD-L1依然无缘医保目录，国产品种中，百济神州的替雷利珠单抗、君实生物的特瑞普利单抗、信达生物的信迪利单抗、恒瑞医药的卡瑞利珠单抗四大国产PD-1产品携新适应证进入医保目录，其中信迪利单抗新增三大一线适应证进医保，成为中国医保目录内拥有一线适应证最多的PD-1药物,2021-12-04 00:16:29,688180,600276.SH,1,同行,10jqka
君实生物,东阳光,港股生物医药板块持续走高，云顶新耀涨超25%，歌礼制药涨近18%，先声药业涨近15%，君实生物涨近12%，东阳光药涨近9%,2022-01-17 11:31:00,688180,600673.SH,1,同涨,eastmoney
君实生物,康希诺,港股生物医药板块走高，科济药业涨超10%，四环医药涨超6%，君实生物涨近6%，康希诺生物涨超4%，腾盛博药、歌礼制药涨超3%,2022-01-10 09:41:00,688180,688185,1,同涨,yuncaijing
康希诺,药明康德,港股生物医药板块普跌，百济神州跌逾13%，康宁杰瑞制药跌近11%，康方生物、再鼎医药跌超7%，药明生物跌超5%，康希诺生物跌近5%，药明康德跌逾4%,2021-12-06 10:20:05,688185,603259.SH,1,同跌,eastmoney
康希诺,君实生物,港股抗疫概念股走低，阿里健康跌超5%，歌礼制药跌近5%，康希诺生物、君实生物跌超3%,2021-11-26 13:52:00,688185,688180,1,同跌,10jqka
时代电气,中国中车,【港股高铁板块走高】港股高铁板块走高，时代电气涨超7%，中国中车、中国中铁跟涨,2021-11-17 13:23:39,688187,601766.SH,1,同涨,eastmoney
致远互联,中国软件,【麒麟软件与致远互联达成合作】近日，麒麟软件与致远互联正式达成合作，双方将积极发挥各自技术、业务与资源整合上的优势，共同打造全新生态，合力助推中国软件在关键行业的应用，协力探索网信产业领域的市场潜力,2021-12-01 22:12:18,688369.SH,600536.SH,1,合作,10jqka
震有科技,中国联通,【震有科技中标中国联通研究院三层解耦及VNFM开发项目】近日，震有科技中标2021年中国联通研究院面向三层解耦的业务平台及通用VNFM的开发项目,2021-12-21 16:38:30,688418,600050.SH,0,供应,eastmoney
艾迪药业,药石科技,艾迪药业公告，公司及全资子公司南京艾迪医药科技有限公司与南京药石科技股份有限公司于2021年12月28日就共同开发抗HIV长效治疗药物项目签订了《项目合作开发框架合同》；本合同为项目合作开发框架合同，双方将合作立项，共同确定抗HIV长效治疗...,2021-12-28 19:57:00,688488,300725.SZ,1,合作,eastmoney
艾迪药业,药石科技,云财经讯，艾迪药业：与南京药石科技股份有限公司就共同开发抗HIV长效治疗药物项目签订《项目合作开发框架合同》，双方共同确定抗HIV长效治疗药物靶点和适应症，合作确定至少一个临床候选化合物，合同首付款为200万元（含税），合同里程碑付款累计总金额为1.19亿元,2021-12-28 19:57:06,688488,300725.SZ,0,合作,10jqka
艾迪药业,中国医药,【艾迪药业：与中国医药保健品公司签订战略合作协议】艾迪药业(688488)12月9日晚间公告，公司与中国医药保健品有限公司达成战略合作意向并于近日签订《战略合作协议》,2021-12-09 17:02:39,688488,600056.SH,1,合作,10jqka
孚能科技,华友钴业,孚能科技公告，与华友钴业签订了于12月2日《战略合作协议》,2021-12-02 17:06:00,688567,603799.SH,1,合作,10jqka
孚能科技,华友钴业,【孚能科技：与华友钴业签订战略合作协议】孚能科技公告，与华友钴业签订战略合作协议，公司自2021年12月至2025年12月31日拟向华友钴业采购16.15万吨三元前驱体,2021-12-02 17:08:47,688567,603799.SH,0,合作,yuncaijing
博拓生物,万孚生物,除了已获得美国FDA授权的三家公司之外，包括博拓生物、万孚生物等多家公司的快速检测试剂产品，也正在申请美国的FDA认证,2022-01-12 15:02:00,688767,300482.SZ,1,同行,eastmoney
博拓生物,万孚生物,【多家生物公司回应：新冠快速检测试剂正申请美国FDA认证】除了已获得美国FDA授权的三家公司之外，包括博拓生物、万孚生物等多家公司的快速检测试剂产品，也正在申请美国的FDA认证,2022-01-12 15:08:53,688767,300482.SZ,0,同行,10jqka
