,head,tail,relation,sentence,time,head_code,tail_code
2250,中信证券,越秀金控,未知Unknown,云财经讯，中信证券：越秀金控及全资子公司暨一致行动人累计增持公司股份达1.0019%,2022-02-17 17:36:03,600030.SH,000987.SZ
2251,ST中新,国光连锁,未知Unknown,具体来看，目前两市流通市值最小前3只股票分别为*ST中新3.87亿元、国光连锁4.61亿元、*ST拉夏4.66亿元,2022-02-07 09:33:38,603996.SH,605188
2252,中国电信,中兴通讯,未知Unknown,近日，中国电信公布统谈统签类核心路由交换设备（2021年）集中采购项目核心路由器（CR）CR-A1、CR-A2标包中标结果，中兴通讯核心路由器ZXR10 T8000以30%份额中标CR-A1（单机）标段，排名第二；同时以综合排名第一成绩中标CR-A2（集群）标段,2021-12-20 20:20:00,601728,000063.SZ
2253,西藏矿业,宁德时代,未知Unknown,值得一提的是，被市场称为汇添富“消费一哥”的胡昕炜今年来也首次在西藏矿业的调研中露面，2021年三季报显示，胡昕炜管理的基金并没有重仓持有西藏矿业，与其业务相关的只有宁德时代,2022-01-11 08:21:03,000762.SZ,300750.SZ
2254,华泰证券,中国神华,未知Unknown,【华泰证券：维持中国神华(01088.HK)买入评级 目标价23.6港元】华泰证券发布研究报告称，维持中国神华(01088.HK)买入评级，鉴于低估值高股息，目标价23.6港元，2021-23E EPS为2.97/3.37/3.98元,2021-11-23 23:26:16,601688.SH,601088.SH
2255,中国石化,中国石油,未知Unknown,【工信部原材料司赴中国石化调研】工信部消息，1月21日，工信部原材料工业司陈克龙司长带队赴中国石油化工集团有限公司，就2022年促进石化化工行业稳增长、促转型等重点工作开展交流座谈,2022-01-25 14:52:38,600028.SH,601857
2256,贵州茅台,伊利股份,未知Unknown,总体而言，指数黄白二线分化，个股涨多跌少，贵州茅台、伊利股份等权重走低，赚钱效应有所回暖，上午半天成交达6800亿元,2022-01-06 11:32:32,600519.SH,600887.SH
2257,山河智能,长春经开,未知Unknown,山河智能：公司于当日与益阳市长春经开区管委会签署了《山河智能液压缸生产项目合同书》，计划投资建设精密零件及高端液压缸的制造基地，项目计划总投资5亿元，分二期建设,2022-01-07 16:29:00,002097.SZ,600215.SH
2258,水晶光电,欧菲光,未知Unknown,从机构动向看，北向资金增持市值居前个股，近一个月获机构调研的有3只，机构调研次数较为频繁的有水晶光电、欧菲光等，期间分别获机构调研3次、3次；机构调研家数看，机构较为扎堆的是欧菲光、水晶光电,2021-12-23 10:12:47,002273.SZ,002456.SZ
2259,宁德时代,比亚迪,同行,目前公司已经进入到 LG 化学、SK、宁德时代、比亚迪等全球头部动力电池的核心产业链，相关产品...,2021-12-31 13:16:00,300750.SZ,002594.SZ
2260,西藏珠峰,蓝晓科技,未知Unknown,云财经讯，西藏珠峰：拟与蓝晓科技签订蓝晓吸附设备合同，合同总价6.5亿元，拟与启迪清源签订启迪BOT合同，合同总价16亿元；上述合同如正常履行，将有效促进公司间接控股阿根廷锂钾有限公司年产5万吨碳酸锂盐湖提锂建设项目的开发、建设,2022-02-21 18:26:22,600338.SH,300487.SZ
2261,中信证券,农业银行,未知Unknown,【外管局开多张罚单 腾讯财付通外汇业务违规被罚没278万元】近日，国家外汇管理局深圳市分局发布一批行政处罚决定，微信支付的运营主体财付通支付科技有限公司(下称“财付通”)、深圳农村商业银行股份有限公司(下称深圳农商行)、中信证券、农业银行深圳福田支行均在其中,2021-11-28 08:30:46,600030.SH,601288.SH
2262,中船科技,中国船舶,被投资,中船科技公告，公司间接控股股东中国船舶集团有限公司目前正在筹划与公司相关的重大事项，该事项预计涉及发行股份购买中船海装100%股权、中船风电发展88.58%股权、新疆海为100%股权、洛阳双瑞44.64%少数股权、“凌久电气10%少数股权，并拟募集配...,2021-12-28 20:12:00,600072.SH,600150.SH
2263,三七互娱,芒果超媒,同行,建议关注：港股，腾讯控股、美团、心动公司；A股，三七互娱、芒果超媒,2021-11-22 09:10:32,002555.SZ,300413.SZ
2264,上海电力,上海临港,未知Unknown,【上海电力投资成立新能源公司 注册资本8000万】上海临港上电新能源有限公司成立，注册资本8000万元，经营范围包含：合同能源管理；新兴能源技术研发；碳减排、碳转化、碳捕捉、碳封存技术研发等,2022-02-18 13:54:52,600021.SH,600848.SH
2265,中国能建,葛洲坝,上级,中国能建公告，公司所属中国葛洲坝集团市政工程有限公司，获得由中华人民共和国住房和城乡建设部批准的公路工程施工总承包特级、公路行业甲级设计资质,2022-02-21 17:16:00,601868,600068.SH
2266,长信科技,蓝思科技,同行,推荐标的长信科技(300088)、蓝思科技(300433),2021-12-24 07:56:20,300088.SZ,300433.SZ
2267,中国电信,永福股份,未知Unknown,同时，福建省人民政府发展研究中心处长朱四海、厦门市国资委党委副书记、二级巡视员傅建洪、华为数字能源、中国电信、福建紫金新能源、中国移动通信集团设计院、永福股份将作主题发言,2021-12-16 13:51:36,601728,300712.SZ
2268,靖远煤电,远兴能源,同跌,煤炭概念午后持续走弱，靖远煤电跌超6%，远兴能源、山西焦煤、晋控煤业跟跌,2022-01-14 13:06:25,000552.SZ,000683.SZ
2269,国泰君安,汉得信息,未知Unknown,国泰君安国际：给予汉得信息超配的初始评级，目标价12.03元,2022-02-21 10:28:51,601211.SH,300170.SZ
2270,中国石油,中国石化,未知Unknown,企查查信息显示，该公司成立于2016年，法定代表人为支华，经营范围包含：保险经纪业务，由中国石油化工集团有限公司、中国石化共...,2022-02-16 15:22:00,601857,600028.SH
2271,陕西金叶,宣亚国际,未知Unknown,深交所：本周共对68起证券异常交易行为采取了自律监管措施，涉及盘中拉抬打压、虚假申报等异常交易情形；对近期涨幅异常的 “三羊马”“陕西金叶”“宣亚国际”进行重点监控；共对12起上市公司重大事项进行核查，并上报证监会1起涉嫌违法违规案...,2021-12-17 18:11:00,000812.SZ,300612.SZ
2272,中国联通,海康威视,未知Unknown,中国轻工联合会、中国船级社、上海宝信、中国移动、中国联通、海康威视、中科院信工所等各有关单位围绕轻工、船舶、钢铁、矿山等工业互联网垂直应用行业、典型应用场景、关键技术领域的安全标准编制情况进行了介绍,2021-12-28 14:43:02,600050.SH,002415.SZ
2273,密尔克卫,明阳智能,合作,【密尔克卫：与明阳智能签订《越南金瓯WTO风电场风电机组运输服务项目合同》】密尔克卫公告，与明阳智能签订《越南金瓯WTO风电场风电机组运输服务项目合同》，在合同期限内明阳智能委托公司提供风电场风电机组运输服务，本合同运输以及其他配套服务费暂估总价为1.48亿元,2021-12-29 16:50:35,603713.SH,601615.SH
2274,宁德时代,立讯精密,未知Unknown,宁德时代获融资净买入额居首，当日净买入9.64亿元；其次是立讯精密，融资净买入3.02亿元,2021-12-27 09:29:43,300750.SZ,002475.SZ
2275,曙光股份,比亚迪,未知Unknown,【曙光股份：没有与供应商就刀片电池购买达成合作意向】曙光股份公告，截至本公告披露日，公司没有与比亚迪公司进行任何接触，没有与供应商就刀片电池购买达成合作意向，也没有与之签订相关的协议,2022-01-16 17:30:55,600303.SH,002594.SZ
2276,中远海控,中远海能,同跌,港股海运板块普跌，东方海外国际跌超5%，中远海控跌近4%，太平洋航运、中远海能跌近2%,2022-01-21 10:56:00,601919.SH,600026.SH
2277,森马服饰,回天新材,未知Unknown,从增持金额看，近10日增持金额最多的是森马服饰，累计增持805.68万股，增持金额合计5454.45万元；其次是回天新材，增持量为337.86万股，增持金额5165.88万元,2021-12-29 11:20:42,002563.SZ,300041.SZ
2278,广汽集团,比亚迪,同涨,汽车股大涨，小鹏汽车、广汽集团涨逾9%，理想汽车涨逾8%，比亚迪股份涨超7%,2022-01-12 16:11:13,601238.SH,002594.SZ
2279,康平科技,财信发展,同涨,另外，电机中康平科技涨达56.03%，房地产板块中财信发展涨达48.81%，均涨幅靠前，带动板块走强,2021-11-27 15:10:16,300907,000838.SZ
2280,浙大网新,南京银行,供应,云财经讯，从浙大网新(600797)了解到，近日，浙大网新旗下子公司恒天软件成功中标南京银行金融市场智能交易系统建设项目，在构建金融市场智能化交易管理系统，实现一站式智能交易管理与风控的道路上又迈出了坚实的一步,2021-12-24 14:41:14,600797.SH,601009.SH
2281,黔源电力,中闽能源,同跌,电力板块持续下挫，黔源电力跌超8%，中闽能源、晋控电力、金开新能跟跌,2021-12-20 10:06:00,002039.SZ,600163.SH
2282,博通股份,美吉姆,同涨,教育板块持续拉升，豆神教育涨近5%，博通股份、美吉姆、科德教育跟涨,2021-12-21 09:57:18,600455.SH,002621.SZ
2283,宝鹰股份,中文在线,同涨,元宇宙概念走强，宝鹰股份涨停，太龙股份、中文在线、金马游乐跟涨,2021-12-21 09:36:00,002047.SZ,300364.SZ
2284,康希诺,生物股份,未知Unknown,【康希诺生物：新冠疫苗克威莎获批序贯加强免疫】康希诺生物微信公众号消息，2月19日，康希诺生物股份公司的重组新型冠状病毒疫苗(5型腺病毒载体)克威莎经国务院联防联控机制批准，成为国内首个获批用于序贯加强免疫接种的腺病毒载体新冠疫苗,2022-02-19 16:28:09,688185,600201.SH
2285,比亚迪,中国银行,纠纷,公告显示，吕向阳质押股份占比亚迪总股本的0.01%，质押用途为运营需求，质押时间为2021年11月23日至2026年12月31日，质权人为中国银行股份有限公司广州东山支行,2021-11-25 23:15:25,002594.SZ,601988
2286,双林股份,长安汽车,同行,云财经讯，12月8日电，双林股份在互动平台表示，2021年6月，公司电驱动中标长安汽车、奇瑞汽车、宝能新能源汽车项目,2021-12-08 15:46:28,300100.SZ,000625.SZ
2287,工商银行,建设银行,未知Unknown,大幅净卖出华润电力8.77亿港元、工商银行4.07亿港元、建设银行2.73亿港元；净买入药明生物5.52亿港元,2022-02-16 17:35:03,601398.SH,601939
2288,中信证券,五粮液,未知Unknown,【中信证券：五粮液2022望实现量价均衡高质量增长】中信证券研报指出，展望2022年，五粮液将聚焦高质量发展，持续推动五粮液文化建设和经典五粮液发力，加强渠道精准管理和运营能力,2021-12-20 08:35:22,600030.SH,000858.SZ
2289,华夏银行,兴业银行,同行,【基金代销江湖硝烟起 银行渠道竞相推出优惠费率】近期，华夏银行、兴业银行等陆续下调基金销售手续费率,2021-11-24 07:14:52,600015.SH,601166.SH
2290,英搏尔,长城汽车,未知Unknown,【英搏尔：收到长城汽车等客户开发定点通知书】英搏尔公告，收到长城汽车的《新产品开发通知书》，公司被选定参与长城汽车“欧拉好猫”车型车载充电机的开发工作；收到浙江嘉兴某新能源汽车主机厂的《定点通知书》，公司被确定为其某项目充电机总成的定点供应商,2021-12-24 17:49:25,300681.SZ,601633.SH
2291,比亚迪,赣锋锂业,同跌,港股锂电池板块走低，比亚迪股份跌超8%，比亚迪电子跌超5%，赣锋锂业跌超4%，超威动力跌近3%，彩客化学跌超2%，洪桥集团跌近2%,2022-01-28 10:10:00,002594.SZ,002460.SZ
2292,太阳纸业,晨鸣纸业,未知Unknown,【纸企密集提价稳定行情 业内人士：明年文化纸市场预计逐季向好】近期，包括太阳纸业(002078.SZ)、晨鸣纸业(000488.SZ)以及金光纸业(APP)等纸企巨头接连发布涨价函，宣布对旗下文化纸产品提价200-300元/吨,2021-11-26 14:56:28,002078.SZ,000488.SZ
2293,泽达易盛,普洛药业,合作,泽达易盛表示，公司与普洛药业牵手合作的MES&SCADA项目，开启了普洛药业生产制造信息化的里程碑,2022-01-10 11:03:00,688555,000739.SZ
2294,双汇发展,正邦科技,合作,【双汇发展：与正邦科技签订战略合作协议】双汇发展公告，与正邦科技签订战略合作框架协议，公司实行全天24小时优先收购正邦科技直供生猪，双方约定供应量、价格、运输方式等，实现点对点直供，正邦科技保障供应生猪的质量、品质，猪只体重在80-140kg/头,2022-01-14 16:14:59,000895.SZ,002157.SZ
2295,民生控股,泛海控股,未知Unknown,【民生控股：拟转让所持372万份泛海国际美元债】民生控股公告，董事会同意将持有的泛海控股股份有限公司境外附属公司泛海控股国际发展第三有限公司发行的美元债372万份(面值372万美元)向香港市场之独立第三方转让，转让价格不低于票面价值的78%(含78%)，具体事宜授权公司管理层负责实施,2022-02-13 17:27:20,000416.SZ,000046.SZ
2296,北特科技,华虹计通,未知Unknown,其中，北特科技、华虹计通均是因为涉嫌信息披露违法违规，遭证监会立案调查,2021-11-28 10:10:14,603009.SH,300330.SZ
2297,新五丰,正邦科技,同涨,猪肉板块持续走高，巨星农牧、新五丰此前涨停，京基智农、正邦科技跟涨,2022-02-10 10:08:00,600975.SH,002157.SZ
2298,兖州煤业,中煤能源,同跌,港股煤炭概念股走低，久泰邦达能源跌近4%，兖州煤业股份、中煤能源跌超3%,2021-11-25 13:04:00,600188.SH,601898.SH
2299,亿纬锂能,广州发展,未知Unknown,云财经讯，亿纬锂能：公司及控股股东亿纬控股拟以5亿元共同参与认购广州发展非公开发行股票，对公司开拓能源互联网产业链及储能产业布局有着积极意义,2021-12-10 20:12:22,300014.SZ,600098.SH
2300,中信证券,五粮液,未知Unknown,中信证券最新研报认为，五粮液人事调整落定，整体结果符合市场预期，有望加快公司战略推进，增强公司管理和销售团队的执行力，可以看作压制公司估值的一大因素阶段性解除,2022-02-22 08:36:00,600030.SH,000858.SZ
2301,华邦健康,凯盛新材,上级,华邦健康在互动平台表示，公司控股子公司凯盛新材是全球最大氯化亚砜生产企业，年产能15万吨，在动力电池领域中，氯化亚砜可以作为生产双氟磺酰亚胺锂（LiFSI）的原料,2021-11-26 15:15:00,002004.SZ,301069
2302,中国软件,浙商证券,未知Unknown,小摩称投资中国软件股的时机已成熟；中金：俄乌局势如何影响全球市场？国盛证券：科技主线回归，持股拥抱反弹；A股反复磨底更坚实，中长期处于战略配置期；浙商证券：预计4月迎来成长阶段反弹,2022-02-21 10:32:21,600536.SH,601878.SH
2303,药明康德,康龙化成,同跌,恒生医疗保健业指数下挫逾9%，药明生物、药明康德均跌超19%，康龙化成等多股跌超10%,2021-12-15 16:10:29,603259.SH,300759.SZ
2304,中兴通讯,上海银行,合作,近日，中兴通讯与上海银行股份有限公司在深圳签署战略合作协议,2021-11-23 14:12:00,000063.SZ,601229.SH
2305,光大银行,上海银行,同行,光大银行广州分行、华侨永亨银行（中国）珠海分行、大新银行（中国）广州分行、上海银行深圳分行、厦门国际银行珠海分行、创兴银行等14家银行入围,2022-01-29 07:29:55,601818.SH,601229.SH
2306,永福股份,宁德时代,未知Unknown,云财经讯，永福股份(300712)12月5日晚间公告，截至本公告日，此次减持计划期限已届满，公司股东宁德时代未通过集中竞价交易方式或大宗交易方式减持公司任何股份,2021-12-05 18:47:36,300712.SZ,300750.SZ
2307,拓尔思,蓝色光标,合作,云财经讯，拓尔思：与蓝色光标签订战略合作框架协议，大力推动双方在元宇宙领域的相关业务开拓，打造具有自主“灵魂”的数字虚拟人,2022-02-24 18:16:20,300229.SZ,300058.SZ
2308,昊海生科,复星医药,同涨,港股医美概念股拉升，康哲药业(00867.HK)涨8.57%，瑞丽医美(02135.HK)涨6.67%，四环医药(00460.HK)涨6%，昊海生科(06826.HK)涨5.2%，复锐医疗科技(01696.HK)、复星医药(02196.HK)涨3.4%,2021-12-09 10:25:58,688366.SH,600196.SH
2309,科远智慧,浦发银行,未知Unknown,云财经讯，11月17日电，科远智慧收关注函，要求公司说明在浦发银行南通分行理财产品质押的具体情况，包括但不限于质押原因、担保对象、质押时间、质押手续是否齐全等，担保对象与公司、公司董监高、5%以上股东是否存在关联关系，公司公章内控管理是否存在重大缺陷,2021-11-17 22:15:54,002380.SZ,600000.SH
2310,五粮液,泸州老窖,未知Unknown,五粮液获融资净买入额居首，当日净买入8.44亿元；其次是泸州老窖，融资净买入3.93亿元,2021-12-09 10:11:07,000858.SZ,000568.SZ
2311,易华录,海量数据,未知Unknown,云财经讯，12月24日电，易华录在互动平台表示，D-BOX为公司面向B端客户的存储产品，提供存储及行业解决方案，元宇宙模拟真实场景会产生海量的结构化及非结构化数据，公司光磁融合存储设备可以提供海量数据的低成本存储方案,2021-12-24 11:03:28,300212.SZ,603138.SH
2312,亚通股份,中国建筑,未知Unknown,【亚通股份：环岛混凝土制品公司获中国绿色建材产品认证证书】亚通股份消息，1月27日，环岛混凝土制品公司收到来自中国建筑科学研究院认证中心颁发的中国绿色建材产品认证证书,2022-01-27 17:33:22,600692.SH,601668
2313,恩捷股份,宁德时代,合作,恩捷股份在互动平台表示，公司与宁德时代合作投资平台公司，平台公司持有湿法隔离膜项目公司100%股权，湿法隔离膜项目规划产能为16亿平/年,2021-12-27 09:51:00,002812.SZ,300750.SZ
2314,盾安环境,格力电器,未知Unknown,云财经讯，盾安环境：格力电器收到国家市场监督管理总局《经营者集中反垄断审查不予禁止决定书》,2022-02-23 17:21:11,002011.SZ,000651.SZ
2315,青岛海尔,海尔生物,未知Unknown,股东信息显示，该公司由青岛海尔生物医疗股份有限公司全资控股,2021-12-08 14:10:55,600690.SH,688139.SH
2316,大秦铁路,唐山港,未知Unknown,11月18日，中国西煤东运重载大通道大秦铁路运输煤炭130.6万吨，这是大秦铁路11月以来第13次日运量突破130万吨，对口供应的秦皇岛港、唐山港、曹妃甸港存煤由10月底的1600余万吨回升到1900万吨以上,2021-11-20 18:27:28,601006.SH,601000.SH
2317,欣旺达,川恒股份,合作,【欣旺达：拟与川恒股份等公司投建新能源材料循环产业项目】12月3日，欣旺达公告，本次合作项目计划总投资70亿元,2021-12-03 19:26:32,300207.SZ,002895.SZ
2318,中青宝,艾比森,同涨,以封单金额计算，汇通集团、中青宝、艾比森等涨停板封单资金较多，分别有6.2亿元、2.59亿元、1.32亿元,2022-01-05 15:28:58,300052.SZ,300389.SZ
2319,科大国创,智慧能源,未知Unknown,云财经讯，科大国创：公司拟在安徽省六安市金安区投资智能网联与智慧能源系统研发生产一体化基地建设项目,2022-01-10 20:29:49,300520.SZ,600869.SH
2320,药明康德,君实生物,同跌,港股生物技术板块重挫，三叶草生物跌近21%，金斯瑞生物科技跌近20%，荣昌生物跌近16%，药明康德跌近15%，君实生物跌超10%,2021-12-15 14:56:42,603259.SH,688180
2321,比亚迪,广汽集团,同行,据《中国经营报》记者不完全统计，华南区域包括比亚迪、东风日产、小鹏汽车、广汽集团旗下多个汽车品牌均已秀出1月可观的销量数据,2022-02-12 11:36:46,002594.SZ,601238.SH
2322,亚通股份,中国建筑,未知Unknown,云财经讯，亚通股份消息，1月27日，环岛混凝土制品公司收到来自中国建筑科学研究院认证中心颁发的中国绿色建材产品认证证书,2022-01-27 17:32:55,600692.SH,601668
2323,歌尔股份,德赛电池,未知Unknown,与此同时，近五个交易日登陆沪深两市的龙虎榜个股中，营业部净买入较大的个股有歌尔股份、兖矿能源、德赛电池,2021-12-22 09:58:17,002241.SZ,000049.SZ
2324,万丰奥威,比亚迪,供应,【万丰奥威：和比亚迪合作主要为供应铝合金轮毂 目前配套比例40%以上】万丰奥威在互动平台表示，公司和比亚迪合作主要为供应铝合金轮毂，目前配套比例40%以上，合作良好，子公司重庆万丰在2021年度比亚迪新能源汽车核心供应商大会上荣获年度最佳合作伙伴,2021-12-21 09:43:11,002085.SZ,002594.SZ
2325,京北方,中国银行,合作,  【京北方：公司是中国银行战略合作方，参与了其数字人民币系统搭建】京北方在机构调研时表示，中国银行是奥运会唯一银行合作伙伴，公司是中国银行战略合作方，参与了其数字人民币系统搭建,2022-01-18 10:11:31,2987,601988
2326,达实智能,深信服,合作,【达实智能与深信服达成重要共识】12月10日，达实智能总裁苏俊锋、智慧建筑事业部总经理易鸿、智慧建筑事业部首席技术专家李进保、智慧建筑事业部项目总监覃辉兴等一行到访深信服，深信服联合创始人冯毅、深圳分公司副总经理赵文博、轨道交通事业部运营总监马涛、战略合作部总监刘强等陪同参观并作深度交流,2021-12-11 12:51:39,002421.SZ,300454.SZ
2327,江淮汽车,长安汽车,未知Unknown,江淮汽车、长安汽车等发力新能源汽车业务的公司也被大力买入,2021-12-01 23:27:03,600418.SH,000625.SZ
2328,密尔克卫,明阳智能,未知Unknown,密尔克卫公告，公司与明阳智能于近日签订了《越南金瓯WTO风电场风电机组运输服务项目合同》，双方协定，在合同期限内明阳智能委托公司提供风电场风电机组运输服务，本合同运输以及其他配套服务费暂估总价为人民币1.48亿元，最终结算金额以实际为...,2021-12-29 16:49:00,603713.SH,601615.SH
2329,迈为股份,京东方,供应,云财经讯，日前，迈为股份中标国内显示面板龙头企业京东方的第6代AMOLED生产线项目，将供应两套自主研制的OLED柔性屏弯折激光切割(Bending Cut)设备，分别应用于京东方绵阳工厂以及京东方重庆工厂的智能手机柔性AMOLED面板生产线，为全球知名的手机品牌制造高端显示屏,2021-12-17 19:55:25,300751.SZ,000725.SZ
2330,中煤能源,中国神华,同涨,港股煤炭概念股走高，兖矿能源、中煤能源涨近3%，伊泰煤炭涨超2%，中国神华涨近2%,2022-01-18 11:42:00,601898.SH,601088.SH
2331,嘉元科技,宁德时代,合作,【嘉元科技：拟与宁德时代设合资公司投建高性能电解铜箔项目】嘉元科技公告，公司拟与宁德时代共同在梅州市梅县区投资设立广东嘉元时代新能源材料有限公司，注册资本为5亿元，公司拟使用自有资金以货币方式出资4亿元，占嘉元时代注册资本的80%；宁德时代拟出资1亿元，占嘉元时代注册资本的20%,2022-02-08 19:07:02,688388.SH,300750.SZ
2332,艾迪药业,中国医药,合作,  艾迪药业：与中国医药保健品有限公司签订战略合作协议，向中国医保优先提供自行生产的符合国家质量标准的医药产品，委托中国医保总经销、区域经销或代理销售，并使中国医保及其上级母公司“中国医药健康产业股份有限公司”所属各子公司逐渐成为艾迪药业经销商或艾迪药业集团采购统一管理下的准一级经销商,2021-12-09 16:58:10,688488,600056.SH
2333,广汽集团,比亚迪,同涨,港股汽车股走强，小鹏汽车涨超8%，广汽集团涨超5%，比亚迪股份、理想汽车涨超3%，吉利汽车涨超2%,2022-02-09 10:33:22,601238.SH,002594.SZ
2334,世茂股份,九安医疗,未知Unknown,世茂股份：未发生影响公司偿债能力和债券还本付息的不利事项；世茂股份收问询函：要求说明本次交易是否涉及通过转移优质资产向关联方输送利益；禾迈股份：网上投资者弃购金额为3.63亿元；九安医疗收监管函：试剂盒获授权事项信息披露违反相关规...,2021-12-14 20:58:00,600823.SH,002432.SZ
2335,深信服,海默科技,未知Unknown,其中*ST全新、深信服、海默科技等公司第四季度的净利润环比增幅最大，分别高达142791.31%、90745.63%、9510.33%,2022-02-17 11:49:33,300454.SZ,300084.SZ
2336,海信家电,海尔智家,同涨,港股家电板块走高，创维集团涨超10%，海信家电涨近4%，海尔智家涨超3%,2021-12-09 10:04:00,000921.SZ,600690.SH
2337,丰元股份,鹏辉能源,合作,云财经讯，丰元股份全资子公司丰元锂能与鹏辉能源签订《合作协议》，约定鹏辉能源2021年12月至2022年12月向丰元锂能采购磷酸铁锂及镍钴锰酸锂(镍5系、高镍8系)产品，总合同金额约8亿元,2021-12-14 11:43:52,002805.SZ,300438.SZ
2338,汇创达,飞荣达,竞争,云财经讯，汇创达：拟向段志刚、段志军、信为通达、飞荣达及华业致远发行股份及支付现金购买其合计持有的信为兴100%股权及与之相关的全部权益；拟向控股股东李明发行股份募集配套资金，总额不超过1.5亿元,2021-12-22 19:21:47,300909,300602.SZ
2339,广生堂,药明康德,合作,广生堂午后直线拉升封板（20.01%），封单超10万手，公司公告称与药明康德签订抗新型冠状病毒小分子口服药3CL蛋白酶抑制剂合作开发合同书,2021-12-24 13:07:44,300436.SZ,603259.SH
2340,彩虹集团,苏宁易购,纠纷,彩虹集团公告，近日就与苏宁采购中心、苏宁易购票据纠纷一案向江苏省南京市中级人民法院提起诉讼，请求判令二被告向原告支付票据款项3671万元及利息,2021-11-22 11:54:00,3023,002024.SZ
2341,中望软件,华阳国际,未知Unknown,合资公司注册资本5000万元，其中中望软件出资3500万元，占比70%，华阳国际出资1500万元，占比30%,2022-02-17 19:47:27,688083,002949.SZ
2342,中国船舶,外高桥,未知Unknown,【中国船舶集团旗下三大船企1月承接新船金额创单月新高】 据中国船舶集团2月14日消息，今年1月，集团旗下江南造船、沪东中华和上海外高桥造船共累计承接7600车位LNG双燃料远洋汽车运输船（PCTC）、17.4万立方米液化天然气（LNG）运输船、7000TEU集装箱船等6型18艘，合同金额逾180亿元，创单月历史新高,2022-02-14 18:10:12,600150.SH,600648.SH
2343,涪陵电力,上海电力,同跌,电力板块午后走弱，金山股份触及跌停，涪陵电力、上海电力、金开新能跟跌,2021-12-27 13:21:00,600452.SH,600021.SH
2344,精华制药,博瑞传播,同涨,以封单金额计算，精华制药、博瑞传播、耐普矿机等涨停板封单资金较多，分别有2.99亿元、2.63亿元、2.5亿元,2021-12-31 15:55:05,002349.SZ,600880.SH
2345,森特股份,新华都,未知Unknown,【森特股份：获华都集团及其一致行动人举牌 持股达5.2%】森特股份(603098)12月31日晚间公告，新华都集团及其一致行动人通过集中竞价交易增持公司150万股，本次权益变动后，合计持有公司2725.72万股，占总股本的比例为5.06%,2021-12-31 21:50:32,603098.SH,002264.SZ
2346,赣锋锂业,中国黄金,同跌,港股有色金属板块走低，五矿资源跌近6%，赣锋锂业跌超5%，金川国际跌超4%，中国黄金国际跌近3%,2021-12-06 14:01:00,002460.SZ,600916
2347,隆基股份,中环股份,同跌,受此消息影响，隆基股份12月1日收盘跌3.84%，而另一家硅片龙头中环股份收跌6.27%,2021-12-01 20:54:36,601012.SH,002129.SZ
2348,永辉超市,天神娱乐,上级,【永辉超市入驻天娱旗下生态园】12月24日，永辉超市入驻天神娱乐旗下生态园设立数字零售服务运营主体——山西云辉蜂享科技有限公司，建立数字化、智能化的全渠道新型零售服务体系，加速推动省内新零售行业转型升级,2021-12-24 19:10:29,601933.SH,002354.SZ
2349,长春高新,华泰证券,未知Unknown,【长春高新连续三日跌停】长春高新连续三日跌停，期间深股通买入2.88亿元并卖出1.06亿元，一机构席位卖出9467万元，民生证券哈尔滨分公司买入2.5亿元，华泰证券股份有限公司杭州解放东路证券营业部卖出1.6亿元,2022-01-21 16:24:17,000661.SZ,601688.SH
2350,苏宁易购,华夏幸福,未知Unknown,苏宁易购预亏423亿元的规模超越了华夏幸福，成为目前A股年度预亏王,2022-01-29 00:29:17,002024.SZ,600340.SH
2351,复洁环保,苏美达,未知Unknown,云财经讯，复洁环保：与江苏苏美达成套设备工程有限公司签署了《竹园污水处理厂四期工程ZYSQ2.7标（污泥处理地块工艺设备采购及伴随服务）设备采购合同》，合同金额为4.1亿元,2021-12-22 18:57:28,688335,600710.SH
2352,中国能建,葛洲坝,未知Unknown,记者19日从中国能建葛洲坝机电公司获悉，当日，由该公司承担施工任务的白鹤滩水电站9号百万千瓦机组转轮顺利吊装就位,2021-12-19 19:45:00,601868,600068.SH
2353,东方航空,南方航空,同行,【民航局对五个入境航班发出熔断指令】1月20日，民航局再发熔断指令，对伊拉克航空公司IA473航班（巴格达至广州）、美国达美航空公司DL283航班（底特律至上海）、加拿大航空公司AC025航班（温哥华至上海）、东方航空公司MU562航班（悉尼至上海）、 南方航空 公司CZ348航班（巴黎至广州）等5个航班实施熔断措施,2022-01-21 13:52:10,600115.SH,600029.SH
2354,中国人寿,中国平安,合作,股东信息显示，该公司由中国人寿保险股份有限公司、中国平安人寿保险股份有限公司、太平人寿保险有限公司、中保投资有限责任公司等共同持股,2021-11-29 17:29:59,601628.SH,601318.SH
2355,百洋医药,上海谊众,合作,百洋医药2月13日晚间公告，公司与上海谊众签署市场推广服务协议，上海谊众委托百洋医药在合作范围内就协议产品（即“注射用紫杉醇聚合物胶束”）提供产品推广服务，协议有效期至2025年12月31日止,2022-02-13 18:02:00,301015,688091
2356,美锦能源,华友钴业,未知Unknown,美锦能源获融资净买入额居首，当日净买入5.36亿元；其次是华友钴业，融资净买入1.83亿元,2021-12-24 09:18:47,000723.SZ,603799.SH
2357,中伟股份,苏泊尔,未知Unknown,解禁市值居前三位的是：中伟股份（153.24亿元）、苏泊尔（127.37亿元）、居然之家（100.38亿元）,2021-12-19 17:29:49,300919,002032.SZ
