head,tail,sentence
中信证券,中环股份,中信证券最新研究指出，近日，中环股份下调了166mm硅片的价格，相较于最高价的5.13元/片，下降幅度约为11.5%，基本上相当于每瓦价格下降超过0.09元
卫宁健康,创业慧康,卫宁健康、创业慧康均为A股医疗IT头部企业
宁德时代,贵州茅台,其中宁德时代被基金重仓持有的市值高达1237亿元，晋升为公募基金第二大重仓股，距离贵州茅台仅有一步之遥
重药控股,茂业商业,重药控股：持股4.21%的股东茂业商业股份有限公司拟减持不超过3%
富临精工,宁德时代,富临精工收深交所关注函，要求公司补充说明年产5万吨新能源锂电正极材料项目的建设进展情况、预计投产时间、是否与宁德时代签订订单及订单具体情况；补充说明核心客户名单及其需求情况，是否签订合作协议；补充说明本次新增投资的原因及合理性，...
国泰君安,中信建投,国泰君安南京太平南路买入1.38亿元，中信建投北京京西分公司卖出3.3亿元
中利集团,中国能建,中利集团公告，全资子公司腾晖光伏”为“中国能建2021-2022年光伏组件集中采购项目”的中标候选人，中标金额8.25亿元
长城汽车,比亚迪,板块方面，汽车股集体走高，长城汽车涨超16%，比亚迪股份涨超6%；电子零件板块、OLED概...
蓝英装备,爱尔眼科,蓝英装备控股股东及一致行动人减持超1%；爱尔眼科捐赠500万元救灾款
长城汽车,比亚迪,港股汽车股普跌，吉利汽车跌近6%，长城汽车跌近4%，雅迪控股跌近3%，比亚迪股份跌2%
延安必康,比亚迪,延安必康高开5.13%，子公司将向比亚迪供应链长期供应六氟磷酸锂
新希望,温氏股份,数据显示，上半年，新希望预亏上限达34.5亿元人民币，温氏股份也预计亏损逾22亿元
铜牛信息,奇安信,铜牛信息：与奇安信科技集团股份有限公司签署战略合作协议，就推进成立合资公司，共同拓展北京市属国资企业客户网络安全市场，展开全方位战略合作
爱美客,北玻股份,爱美客拟约8.86亿元人民币对Huons，Bio增资并收购其部分股权；创世纪：截至2020年末，公司基本完成精密结构件业务剥离；北玻股份：大股东高学明累计减持1015.84万股
中国电信,中国联通,港股电信股持续走强，中国电信涨超5%，中国联通涨2.66%，中国移动涨1.35%
卫宁健康,创业慧康,从知情人士处获悉，卫宁健康与创业慧康已达成意向，两家上市公司将合并
同仁堂,白云山,港股中医药板块持续走高，同仁堂科技涨超5%，同仁堂国药、白云山涨超4%
白云山,同仁堂,港股中医药板块拉升，白云山涨3.25%，同仁堂国药涨3.16%，同仁堂科技涨2.82%
复星医药,康龙化成,港股药品股拉高，开拓药业-B涨8.79%，复星医药涨4.25%，三生制药涨4.23%，四环医药、信达生物、康龙化成涨超3%
福莱特,洛阳玻璃,港股光伏太阳能股多数走强，福莱特玻璃、洛阳玻璃股份涨超4%，信义光能涨2.6%，信义玻璃涨1.8%
多氟多,洋河股份,19日四大证券报纸内容精华摘要有：锂概念“高光”背后：，原材料价格大涨倒逼中游企业向上并购；多氟多，拟投51.5亿元扩建产能；洋河股份首期10亿元股权激励计划出炉，5100名核心骨干有望升级为“事业合伙人”
长城汽车,孚能科技,7月19日，就此前欧拉IQ汽车召回的相关原因，欧拉品牌表示，BMS控制策略由长城汽车和孚能科技共同制定验证，在极端小概率条件下导致电池热失控，召回原因与BMS硬件、软件制作无关联，仅与控制策略制定有关，具体责任比例由长城汽车与孚能科技协商...
中国能建,葛洲坝,近日，中国能建葛洲坝国际公司与尼日利亚FalCore，Power，&，Energy公司签署了拉各斯360兆瓦光伏电站项目EPC合同，合同金额约合人民币17.56亿元，实现了尼日利亚新能源业务突破和电力市场滚动发展
延安必康,比亚迪,延安必康公告，公司控股子公司九九久科技与比亚迪供应链签署《长期合作协议》，双方就九九久科技向比亚迪供应链长期供应六氟磷酸锂事宜达成一致
药明康德,康龙化成,高盛发研报指，尽管最近市场波动性较强，但该行注意到港股药明康德及康龙化成的上半年业绩预告及指引的向上修订支持了该行对其领先的CRO/CDMO业务的一贯建设性观点
国光电器,宁德时代,国光电器7月19日在投资者互动平台表示，宁德时代在宜宾的大规模布局，给锂宝的发展带来了极大的机会
创业慧康,卫宁健康,创业慧康、卫宁健康：双方正在筹划由卫宁健康向创业慧康全体股东发行A股股票的方式换股合并创业慧康事宜，此次合并预计将会导致创业慧康实际控制人变更
创业慧康,卫宁健康,创业慧康、卫宁健康股票自7月19日起停牌
孚能科技,长城汽车,孚能科技公告，公司关注到，2021年7月16日长城汽车向国家市场监督管理总局备案了召回欧拉IQ汽车的相关公告，决定自2021年7月16日起，召回2018年7月7日至2019年10月30日期间生产的长城欧拉IQ电动汽车，共计16216辆
天际股份,比亚迪,天际股份公告，全资子公司新泰材料与深圳比亚迪就长期供应六氟磷酸锂事宜签订了《长期合作协议》
气派科技,纳微科技,此外，东鹏特饮、气派科技、电气风电、纳微科技等“股市新兵”则...
中信证券,中原证券,从归母净利润规模看，超百亿元的行业龙头中信证券仍位居榜首，而中原证券则以最高同比增逾710%成为上半年净利润增长最快的券商
鞍钢股份,重庆钢铁,港股钢铁金属股表现强势，鞍钢股份涨超5%，马鞍山钢铁股份涨4.5%，重庆钢铁股份涨3.86%，中国铁钛涨2.82%
芯原股份,创识科技,数字货币板块开盘拉升，旗天科技涨超13%，芯原股份、楚天龙、创识科技跟涨
圣湘生物,科华生物,记者从圣湘生物获悉，公司已与科华生物签订新协议，双方均有意愿在符合有关法律及上市公司监管要求的前提下，在渠道合作、创新协作，及资本合作三方面开展深度战略合作，从而形成优势互补，以推动双方各自产业链延伸与渠道建设
长江证券,中银证券,买方为长江证券上海东明路证券营业部，卖方为中银证券上海欧阳路证券营业部
民生银行,交通银行,银保监会：对中国民生银行股份有限公司、上海浦东发展银行股份有限公司和交通银行股份有限公司开展了影子银行和交叉金融业务专项现场检查，对中国进出口银行开展了风险管理和内控有效性现场检查，对检查发现的违法违规行为依法严肃予以行政处罚
新松机器人,东贝集团,7月13日，新松机器人自动化股份有限公司与湖北东贝机电集团股份有限公司（简称“东贝集团”）签署深度战略合作协议
中远海控,中远海发,港股海运板块下挫，中远海控跌逾6%，东方海外国际跌近6%，太平洋航运、中远海发跟跌
亚星客车,中通客车,汽车整车板块持续走弱，亚星客车跌超6%，一汽解放、中通客车、安凯客车跟跌
科力尔,海康威视,科力尔官微今日消息，近日，科力尔运动控制获得了海康威视在智能安防领域的批量订单，本次合作标志着公司在智能安防市场的品牌影响力持续增强
牧原股份,中信证券,牧原股份高开4.52%，上半年净利同比预降5.42%-12.83%，中信证券维持牧原股份“买入”评级，目标价145元
中信证券,牧原股份,中信证券指出，牧原股份预告2021年上半年盈利110-115亿元，归母净利润94-102亿元，同比下降12.83%-5.42%，略超市场预期
中信银行,中信证券,7月14日，广药集团与中信银行广州分行、中信证券在广州签署战略合作框架协议
深赛格,药明康德,深赛格：权威专家认定赛格广场大厦结构安全，可以继续使用；沪市首份半年报出炉：ST龙韵上半年净利同比增37%；药明康德：上半年净利同比预增53%-55%
九洲药业,泰格医药,九洲药业与泰格医药达成战略合作，本次战略合作将推动“CRO，+，CDMO”的协同发展和服务平台深度融合，打造覆盖生物医药创新的全周期、全流程研发服务平台，共建创新药产业发展联盟和产业赋能生态圈，推动产业链资源和国际化拓展合作、人才资源共...
常铝股份,金迪克,常铝股份：全资子公司上海朗脉洁净技术股份有限公司中标江苏金迪克生物技术股份有限公司新建新型四价流感病毒裂解疫苗车间项目，本次中标项目的中标金额合计为1.1亿元，占公司2020年度经审计营业收入的2.56%，占上海朗脉2020年度经审计营业收入...
重庆钢铁,鞍钢股份,港股钢铁板块午后走高，铁货涨超13%，重庆钢铁股份涨4%，鞍钢股份涨2.6%，马鞍山钢铁股份涨2.5%
天风证券,福莱特,天风证券最新研究指出，福莱特公司是国内光伏玻璃先驱和龙头，2020年产能份额达18.28%，21-23年，公司产能有望持续快速扩张，2023年末产能有望达2020年末的4.1倍
福莱特,福耀玻璃,港股光伏太阳能股持续走弱，福莱特玻璃跌6.51%，阳光能源跌5.66%，卡姆丹克太阳能跌5.41%，福耀玻璃、信义光能跌5%
福莱特,福耀玻璃,港股光伏太阳能股走弱，卡姆丹克太阳能跌5.4%，福莱特玻璃跌4.5%，福耀玻璃、新特能源跌近4%，信义光能跌3.3%
青青稞酒,青海春天,白酒概念开盘走弱，皇台酒业跌超4%，海南椰岛、青青稞酒、青海春天跟跌
超华科技,航天动力,记者从超华科技获悉，公司在广西玉林投资122.6亿元建设的“年产10万吨高精度电子铜箔和1000万张高频覆铜板”的新材料产业基地项目已取得重大进展，项目于7月13日下午举行设备供应签约仪式，分别与西安航天动力机械、陕西宝昱科技工业、西安航天...
中信建投,三安光电,中信建投指出，三安光电致力于自主研发设计，技术和人才资源积累深厚，产品多元化布局，覆盖传统LED、Mini/Micro，LED、化合物半导体、SAW滤波器
双良节能,智慧能源,7月14日，双良节能与国家电投江苏电力有限公司达成战略合作，双方将在暖通节能领域构建长期的战略合作伙伴关系，积极建设“绿色低碳、经济环保、多能互补、智能互联”的智慧能源体系
海达股份,福耀玻璃,海达股份公告，近日，公司与福耀玻璃全资子公司福耀汽车铝件（福建）有限公司于福建省福清市签署了《合作框架协议》
山水比德,义翘神州,证监会按法定程序同意以下企业创业板首次公开发行股票注册：广州山水比德设计股份有限公司、中粮工程科技股份有限公司、森赫电梯股份有限公司、安徽超越环保科技股份有限公司、北京义翘神州科技股份有限公司
上港集团,中国银行,日前，上港集团与中国银行举行战略合作协议签约仪式
岭南控股,众信旅游,景点及旅游板块持续走弱，岭南控股跌超5%，凯撒旅业、众信旅游、长白山跟跌
中兴通讯,中信证券,中兴通讯A股高开近4%，中信证券上调公司A股目标价至43.96元
盛弘股份,宁德时代,盛弘股份在互动平台表示，公司与宁德时代的业务往来主要为电池检测设备
中信证券,中材国际,中信证券：中材国际为全球水泥工程行业龙头，在海内外竞争地位巩固
中信证券,税友股份,中信证券指出，税友股份业务理解、技术积累、销售和服务网络方面优势突出，有望实现B端、G端双轮增长驱动
中信证券,中兴通讯,中信证券最新研报指出，中兴通讯政企业务战略地位全面升级，有望凭借完整产品体系、自研芯片加持下产品性能优势以及不断优化的渠道和生态实现市场突破
中国电信,中国联通,中国电信，、中国联通近日发布2.1GHz，5G基站集采公布，计划合计采购24.2万站
中信建投,小康股份,中信建投指出，小康股份发布股权激励计划，新能源汽车销量、营收等考核目标志存高远彰显发展信心；定增26亿元顺利落地，募集资金拟用于SERES汽车开发和升级
东方电气,中国石油,中国东方电气集团有限公司与中国石油化工集团有限公司在京签订战略合作框架协议
宁德时代,比亚迪,今年以来，“茅指数”不再亮眼，简单买入龙头股躺赢策略已失效，反倒是宁德时代、比亚迪等一批极具时代特征的公司在资本市场表现抢眼，因此有机构推出以宁德时代为代表的“宁组合”
中国电建,苏宁易购,13日四大证券报纸内容精华摘要有：中国电建：努力建成具全球竞争力质量效益型世界一流企业；一日售罄，公募FOF基金认购新纪录诞生；张近东退居二线，“无主”苏宁易购将何去何从
双良节能,国电电力,近日，双良节能与国电电力在京达成战略合作
中信证券,中信建投,中国两大投行中信证券和中信建投证券正在大幅削减差旅预算，以控制成本并提高盈利能力
中信证券,中信建投,有资深投行人士表示，行业盈利能力排前几名的中信证券和中信建投降福利，会对行业整体产生影响，后续别的券商也可能采用这种方式控制成本
航天科技,中国建筑,据国资委消息，根据《中央企业负责人经营业绩考核办法》，2020年度中央企业负责人经营业绩考核结果已经国资委党委会议审议通过，包括中国航天科技集团有限公司、招商局集团有限公司、中国移动通信集团有限公司、中国建筑集团有限公司等在内的47...
海尔智家,中兴通讯,恒指午后持续震荡，连续第三个交易日上涨，截至收盘，恒指收涨1.63%，报27963.41点；恒生科技指数涨1.94%，报7659.59点，科技股集体走高，快手、海尔智家涨超5%，中兴通讯涨超4%，腾讯、阿里涨近4%
奇安信,深信服,首期近30家合作伙伴入驻，包括PingCAP、巨杉、博云、亚信安全、奇安信、深信服、易捷行云EasyStack等头部技术合作伙伴，涵盖数...
宁德时代,迈瑞医疗,创业板指涨幅扩大至4%，网络安全、汽车整车等多板块活跃，创业板权重股宁德时代、迈瑞医疗等纷纷走强
京东方,奥来德,近日，京东方总裁刘晓东一行赴奥来德考察
工商银行,农业银行,工商银行、农业银行的投诉量位列国有大型商业银行前两位
比亚迪,广汽集团,港股汽车板块走高，比亚迪股份涨超5%，雅迪控股涨4.5%，广汽集团涨2%，北京汽车涨1.3%
中国石油,中国石化,日前，中国移动通信集团有限公司（中国移动）与中国石油化工集团有限公司（中国石化）在京举行战略合作框架协议签约仪式
南玻A,奇安信,南玻A最受关注，参与调研的机构达到120家；奇安信被74家机构调研，榜单中排名第二
洛阳玻璃,福莱特,港股光伏太阳能股涨跌互现，洛阳玻璃股份涨5.5%，新特能源涨4.2%，福莱特玻璃跌3.4%，信义光能跌3.2%，卡姆丹克太阳能跌3.1%，水发兴业能源跌2.3%
安纳达,振华股份,钛白粉板块异动拉升，安纳达涨停，天原股份、振华股份、龙佰集团跟涨
中国电信,中国联通,中国电信、中国联通近日发布2.1GHz，5G基站集采公告，计划合计采购24.2万站，本次集采最高投标限价为205.32亿元
沧州大化,新乡化纤,沧州大化：研发生产出共聚硅PC产品；宁易购：张近东辞去董事长等职务、聘任为名誉董事长；新乡化纤：上半年净利同比预增2394%-2570%
润和软件,常山北明,受消息影响，午后鸿蒙概念股出现，龙头润和软件涨幅一度近15%，常山北明、九联科技...
融捷健康,科大讯飞,融捷健康7月12日晚间公告，公司参股公司安徽影联云享医疗科技有限公司拟通过增资+股权转让的方式引进科大讯飞控股子公司安徽科大讯飞医疗信息技术有限公司作为控股股东
百克生物,长春高新,百克生物：公司及控股股东长春高新拟与广州思安信就取得新型冠状病毒疫苗（PIV-5载体）及针对新冠病毒突变株研发的疫苗（PIV-5，载体）相关技术在中国大陆、香港、澳门及台湾地区内的独家许可权利以及在许可区域外的其他亚洲地区以及大洋洲地区的...
泉峰汽车,蒙娜丽莎,证监会7月12日公告，贵州永吉印务股份有限公司、南京泉峰汽车精密技术股份有限公司、蒙娜丽莎集团股份有限公司发行可转债事项获通过
东方电气,中国石油,7月11日，中国东方电气集团有限公司与中国石油化工集团有限公司在京签订战略合作框架协议
集泰股份,比亚迪,集泰股份在互动平台表示，公司的电子胶目前已进入比亚迪等公司的供应商名录
洛阳玻璃,福莱特,港股光伏太阳能股集体走强，洛阳玻璃股份涨超18%，15个交易日股价翻倍，洛阳玻璃A股涨停，新特能源涨7.5%，信义玻璃涨3.5%，福莱特玻璃涨2%
比亚迪,中兴通讯,恒指早盘高开震荡，截至午盘，恒指收涨0.68%，报27530.36点，比亚迪股份涨8.5%领涨恒指；恒生科技指数涨1%，报7504.57点，中兴通讯涨超10%，京东健康、哔哩哔哩涨约5%，腾讯控股跌1.5%
博实股份,宝丰能源,博实股份(002698)7月11日晚间公告，近日，公司收到与宝丰能源签订的“包装码垛机组设备买卖合同”，合同金额为5230万元，占公司2020年度营业收入的2.53%
先惠技术,宁德时代,先惠技术7月11日晚间公告，从2021年5月7日起至公告披露日，公司累计收到宁德时代及其子公司各类合同及定点通知单金额合计约为2.61亿元（不含税）
劲拓股份,神思电子,6月以来，劲拓股份、神思电子等公司因涉华为概念导致股价异动，深交所为此下发关注函，要求上市公司说明情况
中兴通讯,中国联通,日前，中兴通讯携手中国联通在上海完成业内首个智能超表面反射面板在5G中频网络外场的技术验证测试
中国铝业,紫金矿业,港股有色金属板块拉升，中国铝业涨3.4%，中国宏桥涨1.3%，紫金矿业涨0.3%
中远海控,中远海发,港股航运板块下挫，中远海控跌7.1%，东方海外国际跌6.7%，太平洋航运跌5.1%，中远海发跌4.4%，永丰集团控股跌3.7%，海丰国际跌2.7%
江海股份,金龙汽车,江海股份在互动平台表示，与金龙汽车合作的锂离子超容公交大巴正在进行试跑的各项准备，期望在各项条件成熟的情况下形成大规模应用
中信证券,迈瑞医疗,中信证券指出，迈瑞医疗是中国领先、全球前列的医疗器械龙头企业，后疫情时代，公司在国际化、高端化、平台化上都迎来了加速推进
中信证券,华友钴业,中信证券最新研报指出，华友钴业成功从钴业龙头转型成为锂电材料领军企业，在钴镍原料布局的领先优势和一体化的产业链布局有望颠覆行业现有竞争格局，在锂电正极材料产业链中率先突围，打造成为行业龙头
中信建投,捷捷微电,中信建投指出，捷捷微电发布半年报业绩预告，上半年预计实现归母净利22180.20万元–24514.96万元，同比增长90%-110%
伟明环保,盛运环保,伟明环保：经评审委员会评定，确认公司为盛运环保系公司重整投资人的正式入选单位
福莱特,福耀玻璃,港股光伏太阳能股持续走强，水发兴业能源涨14.6%，卡姆丹克太阳能涨10.1%，福莱特玻璃涨4.7%，阳光能源涨4.6%，福耀玻璃涨2.6%
三峡能源,吉林森工,泉阳泉在互动平台表示，三峡能源与公司参股公司吉林森工环境科技有限公司已签署碳普惠协议
奥士康,科瑞技术,奥士康监事因误操作减持公司股份5000股；科瑞技术股东累计减持1.85%
康龙化成,复星医药,港股药品股走弱，三生制药跌超6%，四环医药、开拓药业-B、康龙化成、信达生物、石四药集团跌超5%，复星医药跌4.6%
中远海控,中远海发,港股航运板块走弱，东方海外国际跌超6%，中远海控跌近4%，中远海发跌2.6%，海丰国际跌超2%
超图软件,润和软件,鸿蒙概念异动拉升，超图软件涨超9%，润和软件、九联科技、梦网科技跟涨
南玻A,周大生,南玻A最受关注，参与调研的机构达到120家；周大生被109家机构调研，榜单中排名第二
中信证券,中远海控,中信证券研报指出，新合同价格的签订以及Q2，SCFI运价指数累计上涨50%推动下，中远海控预计Q2归母净利为216亿元，环比Q1增加62亿元，季度利润再创历史新高，Q2业绩基本符合预期
中信证券,漫步者,中信证券指出，漫步者是国内领先的独立音频品牌龙头，深耕音频行业25年，伴随智能耳机行业爆发，公司实现快速产品落地与迭代
中信建投,恒生电子,中信建投指出，恒生电子是国内金融IT龙头服务商，解决方案覆盖面广，各产品线市占率很高，公司持续加大研发投入，产品竞争力有望进一步增强；维持此前盈利预测，预计公司2021-2023年营收分别为51.58/62.17/73.99亿元，实现归母净利润分别为16.94...
中信建投,中远海控,中信建投指出，展望中远海控三季度，业绩仍有可能超出预期
新疆天业,氯碱化工,新疆天业：预计上半年实现净利润9.5亿元-9.8亿元，较追溯调整后同比增加530%-550%；报告期内，聚氯乙烯树脂等产品价格较上年同期大幅上涨，公司保持主要氯碱化工产品的产能发挥，实现公司营业利润率、净利润同比大幅上涨
科创信息,工商银行,科创信息今日在互动平台表示，，在数字人民币方面，公司与工商银行湖南分行等行业巨头，共同建设数字人民币试点，探讨业务融合，加强深度合作
天阳科技,信安世纪,数字货币板块午后持续走高，旗天科技涨超13%，天阳科技、信安世纪、楚天龙跟涨
天喻信息,古鳌科技,数字货币板块异动拉升，旗天科技涨超8%，天喻信息、古鳌科技、楚天龙等跟涨
重庆钢铁,鞍钢股份,港股钢铁板块走强，中国铁钛涨超4%，重庆钢铁股份涨3.6%，鞍钢股份涨3.4%，马鞍山钢铁股份涨2.3%
洛阳钼业,赣锋锂业,港股有色金属板块拉升，洛阳钼业涨超5%，赣锋锂业涨2.5%，五矿资源跌幅收窄至1%
白云山,同仁堂,港股中医药板块走强，白云山涨3.8%，中国中药涨3.4%，同仁堂国药、同仁堂科技涨近2%
比亚迪,广汽集团,港股汽车板块走弱，吉利汽车跌超5%，比亚迪股份跌超3%，广汽集团跌2.5%
中信建投,和而泰,中信建投指出，和而泰在家电、电动工具控制器领域处于领先者位置，汽车电子控制器取得实质性突破，在手订单大幅增加
风华高科,世运电路,风华高科公告，全资子公司奈电科技以公开挂牌交易方式增资扩股暨引入战略投资者项目成交，投资方为世运电路，增资金额7亿元
飞龙股份,长城汽车,飞龙股份：与长城汽车就公司为长城汽车开发试制及生产某项目电子水泵总成达成开发协议，该项目计划量产时间为2023年，规划产量80万台，生命周期为5年，预计销售收入为2.7亿元左右
宁德时代,迈瑞医疗,指数午后高位震荡，创业板指受权重股宁德时代、迈瑞医疗拉升一度涨近4%，光伏建筑、汽车整车等多板块活跃，锂电池板块再掀涨停潮，乳业板块、煤炭概念相对弱势，两市个股涨多跌少，涨停近百家，赚钱效应较强
东方雨虹,万华化学,7月7日，东方雨虹与万华化学集团签署战略合作协议，双方将在新领域、新产品、新趋势等方面开展深入合作
宁德时代,迈瑞医疗,指数午后高位震荡，创业板指受权重股宁德时代、迈瑞医疗拉升一度涨近4%，光伏建筑、汽车整车等多板块活跃，锂电池板块再掀涨停潮，乳业板块、煤炭概念相对弱势，两市个股涨多跌少，涨停近百家，赚钱效应较强
中远海控,中远海发,港股航运板块持续走强，永丰集团控股涨超9%，中远海控涨近8%，太平洋航运涨超5%，东方海外国际涨超4%，中远海发涨超3%，海丰国际涨超2%
福莱特,福耀玻璃,港股光伏太阳能股持续拉升，福莱特玻璃涨超9%，福耀玻璃涨超5%，新特能源涨超4%，信义光能涨超2%
福莱特,福耀玻璃,港股光伏太阳能股短线拉升，福莱特玻璃涨超4%，福耀玻璃涨超3%，新特能源涨超2%
中集集团,中集车辆,中集集团：控股子公司中集车辆将于2021年7月8日在深交所创业板上市并开始买卖
中国太保,中国平安,在港上市的内险股走强，中国太保涨3.7%，中国财险、中国人民保险集团涨约2%，中国平安涨1.6%
中国银行,民生银行,近日，记者从人民银行合肥中心支行获悉，由中国银行安徽省分行和民生银行合肥分行承销的淮南矿业(集团)有限责任公司可持续发展挂钩债券成功发行，发行规模为15亿元，期限为3年，票面利率3.88%
华夏银行,蓝光发展,近日有市场消息称华夏银行信托板块及万科将入股蓝光发展，最快将于本周发公告
泰格医药,昭衍新药,港股生物医药板块持续走低，药明生物跌超9%，锦欣生殖跌8.6%，泰格医药跌超7.5%，昭衍新药跌6.4%，方达控股、康方生物-B跌超5%
泰格医药,昭衍新药,港股生物医药板块走低，锦欣生殖跌超7%，泰格医药跌超6%，昭衍新药跌近6%，药明生物跌超5%，康方生物-B跌近4%
中信证券,富瀚微,中信证券最新研报指出，富瀚微公司是安防芯片老牌厂商，在服务龙头客户过程中成长为本土重要供应商
中信证券,佳力图,中信证券指出，佳力图是国内数据中心精密空调龙头企业，是国内市场占有率最高的国产品牌
中金公司,航天科技,中金公司指出，看好2021年下半年航空航天科技行业的投资机会，中金认为行业基本面强劲，估值低于历史中枢，细分行业龙头有望迎戴维斯双击
中国电信,紫光股份,近日，中国电信公布了2021年5G，STN设备建设工程集中采购项目中STN-ER标包的中标名单，紫光股份旗下新华三集团再次规模中标STN-ER标段
中鼎股份,比亚迪,中鼎股份：成为比亚迪汽车工业有限公司新能源平台项目底盘轻量化总成产品的批量供应商
温州宏丰,华峰测控,第三代半导体板块持续下挫，华润微跌超6%，赛微电子、温州宏丰、华峰测控跟跌
金诚信,蓝光发展,东方金诚信用评级委员会决定将蓝光发展主体信用等级由AA下调至BBB，评级展望为负面，同时将19蓝光01、19蓝光02、19蓝光04和20蓝光02信用等级由AA下调至BBB
蓝光发展,华夏银行,蓝光发展：有媒体刊登报道提及华夏银行信托板块及万科将入股蓝光发展，经核实，上述新闻报道并不属实
鞍钢股份,东方集团,港股钢铁板块走弱，马鞍山钢铁股份跌3.54%，鞍钢股份跌1.87%，中国东方集团跌1.66%
赣锋锂业,洛阳钼业,港股碳中和概念股走强，赣锋锂业涨近10%，洛阳钼业涨超%，信义能源涨超3%
比亚迪,长城汽车,港股汽车板块迅速拉升，吉利汽车涨3%，比亚迪股份涨2.8%，长城汽车涨2.4%
赣锋锂业,比亚迪,港股锂电池板块迅速拉升，赣锋锂业港股涨5.7%，比亚迪股份涨2.7%
奥普特,敏芯股份,奥普特最受关注，参与调研的机构达到157家；敏芯股份被141家机构调研，榜单中排名第二
广誉远,中航光电,广誉远、中航光电、比...
宁波华翔,宁德时代,宁波华翔在互动平台表示，公司控股子公司诗兰姆主营产品之一是新能源电池盒内保护类配件，是宁德时代该类产品主要供应商
生益科技,传音控股,海外机构调研榜单中，生益科技参与调研的海外机构达到53家，最受关注；其次是传音控股，参与调研的海外机构共有47家
万东医疗,美的集团,万东医疗公告，拟定增募资不超过20.83亿元，用于MRI产品、CT产品、DSA产品、DR及DRF产品等研发及产业化项目，控股股东美的集团将以现金方式认购公司本次非公开发行的全部股票
方正证券,中国平安,方正证券：平安人寿或其下属全资主体拟成为新方正集团的控股股东，中国平安保险（集团）股份有限公司作为平安人寿的控股股东，拟间接控制公司
迈为股份,通威股份,迈为股份发布公告称，2020年7月5日至2021年7月4日期间，子公司苏州迈为自动化设备有限公司在连续十二个月内与通威股份有限公司实际控制的公司签署了多份日常经营销售合同，合同累计金额，118558.65，万元（含税，下同），占公司，2020，年度经审计主...
天邦股份,通威股份,天邦股份公告称，在水产饲料方面，公司拟向通威股份转让旗下水产饲料全部资产及业务；在猪饲料方面，双方将形成战略合作伙伴关系，公司向通威股份转让旗下猪饲料全部资产及业务51%股权（其中生产核心料的安徽天邦饲料科技有限公司和生产发酵料的...
盈峰环境,中联重科,盈峰环境7月5日晚间公告，全资子公司长沙中联重科环境收到两个项目中标合作通知：项目一为垃圾转运设备采购项目（盘州市垃圾焚烧发电配套设施建设项目设备采购），合同总额预计4548万元
鞍钢股份,重庆钢铁,港股钢铁股走弱，中国铁钛跌6.67%，马鞍山钢铁股份跌超5%，爱德新能源跌3.48%，鞍钢股份跌2.71%，重庆钢铁股份跌2.51%
中信证券,东岳硅材,中信证券称，我国有机硅市场竞争激烈，子公司东岳硅材募投项目建成后，公司产能将翻倍，有助于进一步做好下游深加工产品，提高有机硅产品的...
百洋医药,雷尔伟,截至6月30日，随着当日百洋医药、雷尔伟、威骨高科等5家公司上市，今年上半年A股实现IPO的企业数量达到245家，共计实现募资2109.5亿元；这两个指标同比分别增长约105.88%和51.46%
申万宏源,宏源证券,申万宏源证券指出，6月PMI数据显示当前我国经济基本面维持韧性：单月PMI回落主要受生产端冲高回落带动，需求端终结此前连续两月回落势头，外需指数回落但内需边际改善成为亮点；库存指标显示短期内补库格局较为清晰，价格指数回落也缓解成本端压...
中信证券,晨光文具,中信证券：晨光文具业绩超预期，判断主要得益于传统业务受益费用优化净利率略有提升以及新业务延续良好发展势头
游族网络,昆仑万维,针对收购游族网络部分股权传闻，昆仑万维在深交所“互动易”平台回答投资者提问时称：不信谣不传谣
众生药业,爱尔眼科,众生药业：拟择机出售持有的爱尔眼科股票，公司持有的爱尔眼科股票预计将于，2021，年，7，月，9，日解除限售并上市流通，截至本公告日，公司持有爱尔眼科，5674439，股股票，占其总股本的，0.10%
广誉远,大连圣亚,7月2日，上交所就广誉远相关情况发出监管工作函，就大连圣亚媒体报道相关事项明确监管要求
中微公司,中金公司,中微公司公布定增情况报告书：募资总额82.1亿元，大基金二期获配25亿元，中金公司获配4.06亿元，高毅旗下合计获配5.4亿元
千味央厨,中铁特货,证监会发审委定于7月8日审议四川丁点儿食品开发股份有限公司、郑州千味央厨食品股份有限公司、中铁特货物流股份有限公司的首发申请
中金公司,华泰证券,具体来看，中金公司上海黄浦区湖滨路买入2.39亿元并卖出2.11亿元；华泰证券总部买入约2亿元并卖出1.54亿元；申港证券深圳分公司买入1.61亿元并卖出1.7...
国泰君安,中金公司,国泰君安发布研究报告，将中金公司港股目标价由24.67港元上调18.2%至29.15港元，相当于13.2倍/11.3倍/9.8倍的2021-23年市盈率，以及1.5倍/1.4倍/1.2倍2021-23年市净率，维持“买入”评级
杭钢股份,物产中大,杭钢股份：拟与中国国新控股有限责任公司、杭州产业投资有限公司、杭州余杭综合改革投资合伙企业（有限合伙）（暂定名，为杭州市余杭区政府实际控制的有限合伙，目前尚在办理设立登记手续）、物产中大集团投资有限公司等合伙人共同出资设立综改...
北京科锐,电科院,北京科锐今日官微消息：日前，国网浙江电力组建包含国网浙江电科院、国网湖州供电公司、杭州意能电力、浙江工业大学、平旦科技、浙江电力设计院等单位的攻关团队，历时3年自主研发的氢电双向转换及储能一体化系统在湖州滨湖综合能源站成功投运
